Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
NEK9,0.033333333333333326,0.115,0.746,0.398,3,hsa-miR-1343-3p,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,
YWHAZ,0.033333333333333326,0.724,0.825,1.22,3,hsa-miR-92a-2-5p,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,
POLR3A,0.033333333333333326,0.226,0.773,0.548,3,hsa-miR-125a-3p,hsa-miR-6131,hsa-miR-6088,,,,,,,,
PISD,0.033333333333333326,0.131,0.755,0.421,3,hsa-miR-125a-3p,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,
RPH3AL,0.033333333333333326,0.143,0.755,0.439,3,hsa-miR-6746-5p,hsa-miR-4419b,hsa-miR-5572,,,,,,,,
SAR1A,0.033333333333333326,0.464,0.775,0.837,3,hsa-miR-1343-3p,hsa-miR-8073,hsa-miR-4419b,,,,,,,,
SLC35C2,0.033333333333333326,0.207,0.773,0.525,3,hsa-miR-92a-2-5p,hsa-miR-4675,hsa-miR-4687-5p,,,,,,,,
PPTC7,0.033333333333333326,0.163,0.768,0.467,3,hsa-miR-4706,hsa-miR-4258,hsa-miR-1228-5p,,,,,,,,
SLC27A1,0.033333333333333326,0.249,0.773,0.577,3,hsa-miR-92a-2-5p,hsa-miR-1233-5p,hsa-miR-4419b,,,,,,,,
DUSP18,0.033333333333333326,0.163,0.768,0.467,3,hsa-miR-6857-5p,hsa-miR-4258,hsa-miR-6131,,,,,,,,
GIPC1,0.033333333333333326,0.181,0.773,0.491,3,hsa-miR-128-1-5p,hsa-miR-4706,hsa-miR-92a-2-5p,,,,,,,,
PGAM1,0.033333333333333326,0.151,0.766,0.45,3,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-3184-5p,,,,,,,,
ABI2,0.033333333333333326,0.643,0.81,1.09,3,hsa-miR-8069,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,
PRICKLE1,0.033333333333333326,0.147,0.757,0.444,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-92b-5p,,,,,,,,
NSD1,0.033333333333333326,0.147,0.757,0.444,3,hsa-miR-1238-5p,hsa-miR-4481,hsa-miR-3184-5p,,,,,,,,
GPAT4,0.033333333333333326,0.24,0.773,0.566,3,hsa-miR-3180,hsa-miR-1343-3p,hsa-miR-4532,,,,,,,,
ZNF724,0.033333333333333326,0.123,0.755,0.41,3,hsa-miR-125a-3p,hsa-miR-6131,hsa-miR-4732-5p,,,,,,,,
HAUS3,0.033333333333333326,0.426,0.773,0.791,3,hsa-miR-6746-5p,hsa-miR-4419b,hsa-miR-1343-3p,,,,,,,,
ZNF329,0.033333333333333326,0.143,0.755,0.439,3,hsa-miR-575,hsa-miR-1228-5p,hsa-miR-4419b,,,,,,,,
RAB15,0.033333333333333326,0.216,0.773,0.537,3,hsa-miR-92a-2-5p,hsa-miR-7110-5p,hsa-miR-1343-3p,,,,,,,,
GPRC5A,0.033333333333333326,0.35,0.773,0.698,3,hsa-miR-6746-5p,hsa-miR-1233-5p,hsa-miR-6802-5p,,,,,,,,
ZBTB43,0.033333333333333326,0.127,0.755,0.416,3,hsa-miR-6131,hsa-miR-125a-3p,hsa-miR-1307-3p,,,,,,,,
THRA,0.033333333333333326,0.123,0.755,0.41,3,hsa-miR-6869-5p,hsa-miR-4675,hsa-miR-6805-5p,,,,,,,,
TFAP4,0.033333333333333326,0.143,0.755,0.439,3,hsa-miR-1233-5p,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,
TRUB2,0.033333333333333326,0.345,0.773,0.693,3,hsa-miR-4419b,hsa-miR-4732-5p,hsa-miR-1343-3p,,,,,,,,
ZNF451,0.033333333333333326,0.459,0.775,0.831,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6802-5p,,,,,,,,
SLC25A16,0.033333333333333326,0.123,0.755,0.41,3,hsa-miR-4258,hsa-miR-6131,hsa-miR-6088,,,,,,,,
MOB4,0.033333333333333326,0.194,0.773,0.508,3,hsa-miR-125a-3p,hsa-miR-4532,hsa-miR-6131,,,,,,,,
PSMD11,0.033333333333333326,0.0939,0.71,0.364,3,hsa-miR-1233-5p,hsa-miR-4481,hsa-miR-3184-5p,,,,,,,,
MFRP,0.033333333333333326,0.0233,0.467,0.208,3,hsa-miR-92a-2-5p,hsa-miR-7110-5p,hsa-miR-4258,,,,,,,,
KIAA1551,0.033333333333333326,0.548,0.794,0.947,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4258,,,,,,,,
FAM120AOS,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-6088,hsa-miR-4687-5p,hsa-miR-1307-3p,,,,,,,,
HOOK3,0.033333333333333326,0.625,0.807,1.06,3,hsa-miR-4419b,hsa-miR-1307-3p,hsa-miR-6088,,,,,,,,
EN1,0.033333333333333326,0.00674,0.301,0.133,3,hsa-miR-128-1-5p,hsa-miR-6746-5p,hsa-miR-3184-5p,,,,,,,,
CIAPIN1,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-6857-5p,hsa-miR-6805-5p,hsa-miR-1233-5p,,,,,,,,
HIST1H2BO,0.033333333333333326,0.00762,0.306,0.139,3,hsa-miR-92b-5p,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,
BLOC1S3,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-6746-5p,hsa-miR-4419b,hsa-miR-575,,,,,,,,
ABHD17B,0.033333333333333326,0.0488,0.602,0.277,3,hsa-miR-4276,hsa-miR-4532,hsa-miR-4419b,,,,,,,,
MARVELD1,0.033333333333333326,0.0463,0.582,0.271,3,hsa-miR-3180,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
LNX2,0.033333333333333326,0.00762,0.306,0.139,3,hsa-miR-1233-5p,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,
CTTN,0.033333333333333326,0.02,0.438,0.196,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,,
LSG1,0.033333333333333326,0.0463,0.582,0.271,3,hsa-miR-1233-5p,hsa-miR-1228-5p,hsa-miR-575,,,,,,,,
ABHD12,0.033333333333333326,0.0463,0.582,0.271,3,hsa-miR-4532,hsa-miR-4706,hsa-miR-6802-5p,,,,,,,,
ZMIZ1,0.033333333333333326,0.0439,0.581,0.265,3,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-8069,,,,,,,,
WBP2,0.033333333333333326,0.172,0.773,0.479,3,hsa-miR-1343-3p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
ZKSCAN1,0.033333333333333326,0.0439,0.581,0.265,3,hsa-miR-6869-5p,hsa-miR-6802-5p,hsa-miR-125a-3p,,,,,,,,
FIBCD1,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-92a-2-5p,hsa-miR-92b-5p,hsa-miR-5572,,,,,,,,
SPCS3,0.033333333333333326,0.181,0.773,0.491,3,hsa-miR-1238-5p,hsa-miR-4481,hsa-miR-7110-5p,,,,,,,,
PLXND1,0.033333333333333326,0.235,0.773,0.56,3,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-1233-5p,,,,,,,,
UBXN2A,0.033333333333333326,0.621,0.807,1.05,3,hsa-miR-6869-5p,hsa-miR-575,hsa-miR-4419b,,,,,,,,
NAV1,0.033333333333333326,0.287,0.773,0.623,3,hsa-miR-3184-5p,hsa-miR-125a-3p,hsa-miR-1343-3p,,,,,,,,
KDELC2,0.033333333333333326,0.0307,0.515,0.231,3,hsa-miR-3180,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
MAP2K3,0.033333333333333326,0.054,0.618,0.289,3,hsa-miR-128-1-5p,hsa-miR-4481,hsa-miR-92a-2-5p,,,,,,,,
AKNA,0.033333333333333326,0.00674,0.301,0.133,3,hsa-miR-575,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,
SUSD6,0.033333333333333326,0.0307,0.515,0.231,3,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-4648,,,,,,,,
CDH6,0.033333333333333326,0.054,0.618,0.289,3,hsa-miR-1233-5p,hsa-miR-92a-2-5p,hsa-miR-125a-3p,,,,,,,,
NCKAP1,0.033333333333333326,0.24,0.773,0.566,3,hsa-miR-6088,hsa-miR-1343-3p,hsa-miR-4258,,,,,,,,
SHANK3,0.033333333333333326,0.02,0.438,0.196,3,hsa-miR-125a-3p,hsa-miR-128-1-5p,hsa-miR-3184-5p,,,,,,,,
KIAA1614,0.033333333333333326,0.0327,0.537,0.237,3,hsa-miR-4532,hsa-miR-1307-3p,hsa-miR-4787-3p,,,,,,,,
NCS1,0.033333333333333326,0.181,0.773,0.491,3,hsa-miR-4258,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,
SCIN,0.033333333333333326,0.0488,0.602,0.277,3,hsa-miR-4734,hsa-miR-5572,hsa-miR-6857-5p,,,,,,,,
RGS5,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,,
RAI1,0.033333333333333326,0.0514,0.602,0.283,3,hsa-miR-128-1-5p,hsa-miR-4532,hsa-miR-6784-5p,,,,,,,,
PRX,0.033333333333333326,0.0488,0.602,0.277,3,hsa-miR-1343-3p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
PLEKHG2,0.033333333333333326,0.221,0.773,0.543,3,hsa-miR-6746-5p,hsa-miR-4419b,hsa-miR-8073,,,,,,,,
RAC3,0.033333333333333326,0.00762,0.306,0.139,3,hsa-miR-6802-5p,hsa-miR-4258,hsa-miR-4687-5p,,,,,,,,
GPRC5B,0.033333333333333326,0.0348,0.538,0.242,3,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,
RPTN,0.033333333333333326,0.00762,0.306,0.139,3,hsa-miR-5572,hsa-miR-3940-5p,hsa-miR-128-1-5p,,,,,,,,
PGAP1,0.033333333333333326,0.00855,0.326,0.144,3,hsa-miR-575,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
SPATA2,0.033333333333333326,0.379,0.773,0.733,3,hsa-miR-3184-5p,hsa-miR-3180,hsa-miR-6805-5p,,,,,,,,
YWHAE,0.033333333333333326,0.359,0.773,0.71,3,hsa-miR-4276,hsa-miR-1233-5p,hsa-miR-3184-5p,,,,,,,,
CYP2B6,0.033333333333333326,0.037,0.546,0.248,3,hsa-miR-7110-5p,hsa-miR-4787-5p,hsa-miR-4532,,,,,,,,
HRNR,0.033333333333333326,0.0415,0.566,0.26,3,hsa-miR-8069,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
RXRA,0.033333333333333326,0.0117,0.359,0.162,3,hsa-miR-4734,hsa-miR-4532,hsa-miR-4258,,,,,,,,
ZNF677,0.033333333333333326,0.0117,0.359,0.162,3,hsa-miR-575,hsa-miR-6869-5p,hsa-miR-4258,,,,,,,,
DUSP14,0.033333333333333326,0.0169,0.418,0.185,3,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,
CARD10,0.033333333333333326,0.0169,0.418,0.185,3,hsa-miR-92a-2-5p,hsa-miR-4481,hsa-miR-4532,,,,,,,,
C22orf39,0.033333333333333326,0.0392,0.561,0.254,3,hsa-miR-6131,hsa-miR-125a-3p,hsa-miR-3184-5p,,,,,,,,
DIRAS1,0.033333333333333326,0.0142,0.389,0.173,3,hsa-miR-4706,hsa-miR-92a-2-5p,hsa-miR-4258,,,,,,,,
HAAO,0.033333333333333326,0.0142,0.389,0.173,3,hsa-miR-6088,hsa-miR-128-1-5p,hsa-miR-4787-5p,,,,,,,,
NUCB1,0.033333333333333326,0.203,0.773,0.519,3,hsa-miR-6131,hsa-miR-4648,hsa-miR-6088,,,,,,,,
HOXB8,0.033333333333333326,0.0142,0.389,0.173,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4687-5p,,,,,,,,
SEMA3F,0.033333333333333326,0.0142,0.389,0.173,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,,
VASP,0.033333333333333326,0.037,0.546,0.248,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-575,,,,,,,,
XPO6,0.033333333333333326,0.0348,0.538,0.242,3,hsa-miR-3180,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,
PDZD4,0.033333333333333326,0.0117,0.359,0.162,3,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,,,,
SPSB1,0.033333333333333326,0.0415,0.566,0.26,3,hsa-miR-1233-5p,hsa-miR-4787-5p,hsa-miR-7110-5p,,,,,,,,
NDRG3,0.033333333333333326,0.0184,0.431,0.19,3,hsa-miR-6805-5p,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,
HMGA1,0.033333333333333326,0.531,0.794,0.923,3,hsa-miR-4675,hsa-miR-6805-5p,hsa-miR-125a-3p,,,,,,,,
SGSM2,0.033333333333333326,0.0439,0.581,0.265,3,hsa-miR-4419b,hsa-miR-4532,hsa-miR-7110-5p,,,,,,,,
SWSAP1,0.033333333333333326,0.0184,0.431,0.19,3,hsa-miR-1307-3p,hsa-miR-125a-3p,hsa-miR-6088,,,,,,,,
PDP2,0.033333333333333326,0.306,0.773,0.646,3,hsa-miR-3184-5p,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,
NF2,0.033333333333333326,0.268,0.773,0.6,3,hsa-miR-3184-5p,hsa-miR-1228-5p,hsa-miR-4783-3p,,,,,,,,
ZFP14,0.033333333333333326,0.273,0.773,0.606,3,hsa-miR-6802-5p,hsa-miR-3940-5p,hsa-miR-6880-3p,,,,,,,,
