"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6"
"TNRC6B","0.392","0.639","0.748","3","hsa-miR-506-3p","hsa-miR-512-3p","hsa-miR-520b","","",""
"TOMM20","0.211","0.639","0.430","2","hsa-miR-8056","hsa-miR-580-5p","","","",""
"TOR1AIP1","0.179","0.639","0.385","2","hsa-miR-1207-3p","hsa-miR-498","","","",""
"TRAF3IP2","0.283","0.639","0.524","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"TRIM63","0.0221","0.639","0.117","2","hsa-miR-516b-3p","hsa-miR-490-3p","","","",""
"TRIM65","0.134","0.639","0.428","3","hsa-miR-498","hsa-miR-512-3p","hsa-miR-520b","","",""
"TRIM72","0.233","0.639","0.558","3","hsa-miR-490-3p","hsa-miR-2276-3p","hsa-miR-4680-5p","","",""
"TRIOBP","0.191","0.639","0.402","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"TROVE2","0.159","0.639","0.357","2","hsa-miR-1255a","hsa-miR-506-3p","","","",""
"TSPAN14","0.224","0.639","0.446","2","hsa-miR-512-3p","hsa-miR-2276-3p","","","",""
"TSPAN6","0.228","0.639","0.452","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"TSR1","0.236","0.639","0.463","2","hsa-miR-520b","hsa-miR-1208","","","",""
"TXK","0.0461","0.639","0.272","3","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-498","","",""
"TXLNG","0.179","0.639","0.385","2","hsa-miR-8056","hsa-miR-2276-3p","","","",""
"TXNDC12","0.00323","0.639","0.0446","2","hsa-miR-2276-3p","hsa-miR-580-5p","","","",""
"TYRP1","0.0431","0.639","0.167","2","hsa-miR-506-3p","hsa-miR-516b-3p","","","",""
"UBE2H","0.0727","0.639","0.327","3","hsa-miR-451a","hsa-miR-548l","hsa-miR-498","","",""
"UBE2V2","0.203","0.639","0.418","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"UBL3","0.0787","0.639","0.234","2","hsa-miR-512-3p","hsa-miR-548ar-3p","","","",""
"UBL5","0.0886","0.639","0.251","2","hsa-miR-1255a","hsa-miR-491-5p","","","",""
"UBOX5","0.0660","0.639","0.212","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"UBXN2B","0.345","0.639","0.608","2","hsa-miR-27a-5p","hsa-miR-506-3p","","","",""
"USP15","0.124","0.639","0.307","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"VAV3","0.108","0.639","0.460","4","hsa-miR-27a-5p","hsa-miR-4680-5p","hsa-miR-199b-5p","hsa-miR-498","",""
"VPS28","0.0242","0.639","0.123","2","hsa-miR-8056","hsa-miR-1255a","","","",""
"VPS53","0.0319","0.639","0.307","4","hsa-miR-199b-5p","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-490-3p","",""
"WDR26","0.175","0.639","0.379","2","hsa-miR-548l","hsa-miR-8056","","","",""
"WDR53","0.0787","0.639","0.234","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"WDR73","0.159","0.639","0.357","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"WDR82P1","0.0458","0.639","0.173","2","hsa-miR-516b-3p","hsa-miR-2276-3p","","","",""
"WDR92","0.0708","0.639","0.324","3","hsa-miR-498","hsa-miR-512-3p","hsa-miR-520b","","",""
"WIPF2","0.378","0.639","0.653","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"WNK1","0.122","0.639","0.409","3","hsa-miR-548ar-3p","hsa-miR-452-5p","hsa-miR-506-3p","","",""
"WSB1","0.0204","0.639","0.268","4","hsa-miR-198","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-498","",""
"WWC1","0.00473","0.639","0.176","4","hsa-miR-2276-3p","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-498","",""
"XKR4","0.200","0.639","0.517","3","hsa-miR-490-3p","hsa-miR-548ar-3p","hsa-miR-2276-3p","","",""
"YAP1","0.128","0.639","0.312","2","hsa-miR-548l","hsa-miR-506-3p","","","",""
"YOD1","0.392","0.639","0.748","3","hsa-miR-498","hsa-miR-548l","hsa-miR-520b","","",""
"YTHDC1","0.266","0.639","0.502","2","hsa-miR-5583-3p","hsa-miR-1207-3p","","","",""
"YY1","0.266","0.639","0.599","3","hsa-miR-1208","hsa-miR-568","hsa-miR-2276-3p","","",""
"ZBED1","0.110","0.639","0.285","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZBTB20","0.378","0.639","0.653","2","hsa-miR-548l","hsa-miR-548ar-3p","","","",""
"ZBTB25","0.132","0.639","0.318","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"ZBTB3","0.0526","0.639","0.286","3","hsa-miR-506-3p","hsa-miR-490-3p","hsa-miR-498","","",""
"ZBTB37","0.254","0.639","0.584","3","hsa-miR-1255a","hsa-miR-548l","hsa-miR-199b-5p","","",""
"ZBTB43","0.191","0.639","0.402","2","hsa-miR-580-5p","hsa-miR-548l","","","",""
"ZC3H12D","0.0513","0.639","0.184","2","hsa-miR-1302","hsa-miR-518b","","","",""
"ZC3HAV1L","0.354","0.639","0.619","2","hsa-miR-548ar-3p","hsa-miR-4715-3p","","","",""
"ZDHHC21","0.195","0.639","0.407","2","hsa-miR-4680-5p","hsa-miR-548l","","","",""
"ZFP36L1","0.0959","0.639","0.368","3","hsa-miR-548ar-3p","hsa-miR-498","hsa-miR-506-3p","","",""
"ZFP69B","0.249","0.639","0.480","2","hsa-miR-506-3p","hsa-miR-580-5p","","","",""
"ZFP82","0.0308","0.639","0.139","2","hsa-miR-498","hsa-miR-2276-3p","","","",""
"ZFP91","0.211","0.639","0.430","2","hsa-miR-516b-3p","hsa-miR-1255a","","","",""
"ZKSCAN8","0.0405","0.639","0.162","2","hsa-miR-568","hsa-miR-1255a","","","",""
"ZMYM1","0.295","0.639","0.541","2","hsa-miR-1207-3p","hsa-miR-490-3p","","","",""
"ZNF101","0.366","0.639","0.636","2","hsa-miR-498","hsa-miR-4680-5p","","","",""
"ZNF106","0.207","0.639","0.424","2","hsa-miR-498","hsa-miR-1207-3p","","","",""
"ZNF117","0.329","0.639","0.586","2","hsa-miR-199b-5p","hsa-miR-490-3p","","","",""
"ZNF12","0.00964","0.639","0.215","4","hsa-miR-548l","hsa-miR-512-3p","hsa-miR-5583-3p","hsa-miR-520b","",""
"ZNF134","0.167","0.639","0.368","2","hsa-miR-1207-3p","hsa-miR-498","","","",""
"ZNF138","0.183","0.639","0.391","2","hsa-miR-4715-3p","hsa-miR-491-5p","","","",""
"ZNF347","0.172","0.639","0.480","3","hsa-miR-4680-5p","hsa-miR-512-3p","hsa-miR-520b","","",""
"ZNF394","0.398","0.639","0.681","2","hsa-miR-490-3p","hsa-miR-199b-5p","","","",""
"ZNF446","0.143","0.639","0.335","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF486","0.0722","0.639","0.223","2","hsa-miR-5583-3p","hsa-miR-498","","","",""
"ZNF491","0.0691","0.639","0.218","2","hsa-miR-498","hsa-miR-512-3p","","","",""
"ZNF507","0.199","0.639","0.413","2","hsa-miR-8056","hsa-miR-506-3p","","","",""
"ZNF514","0.136","0.639","0.324","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF554","0.0136","0.639","0.237","4","hsa-miR-1208","hsa-miR-520b","hsa-miR-490-3p","hsa-miR-2276-3p","",""
"ZNF566","0.172","0.639","0.480","3","hsa-miR-198","hsa-miR-498","hsa-miR-548ar-3p","","",""
"ZNF578","0.0578","0.639","0.298","3","hsa-miR-1207-3p","hsa-miR-512-3p","hsa-miR-520b","","",""
"ZNF609","0.266","0.639","0.502","2","hsa-miR-568","hsa-miR-580-5p","","","",""
"ZNF621","0.211","0.639","0.430","2","hsa-miR-1208","hsa-miR-452-5p","","","",""
"ZNF623","0.253","0.639","0.485","2","hsa-miR-5583-3p","hsa-miR-498","","","",""
"ZNF625","0.00741","0.639","0.0669","2","hsa-miR-4424","hsa-miR-199b-5p","","","",""
"ZNF652","0.221","0.639","0.543","3","hsa-miR-548ar-3p","hsa-miR-2276-3p","hsa-miR-5583-3p","","",""
"ZNF665","0.295","0.639","0.541","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF669","0.304","0.639","0.552","2","hsa-miR-199b-5p","hsa-miR-4680-5p","","","",""
"ZNF678","0.329","0.639","0.586","2","hsa-miR-548l","hsa-miR-506-3p","","","",""
"ZNF682","0.0596","0.639","0.301","3","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-2276-3p","","",""
"ZNF7","0.0660","0.639","0.212","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF724","0.187","0.639","0.396","2","hsa-miR-548l","hsa-miR-4680-5p","","","",""
"ZNF766","0.0886","0.639","0.251","2","hsa-miR-1255a","hsa-miR-490-3p","","","",""
"ZNF772","0.0651","0.639","0.312","3","hsa-miR-199b-5p","hsa-miR-8056","hsa-miR-506-3p","","",""
"ZNF785","0.147","0.639","0.340","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF786","0.0596","0.639","0.301","3","hsa-miR-498","hsa-miR-512-3p","hsa-miR-520b","","",""
"ZNF788","0.0629","0.639","0.206","2","hsa-miR-1208","hsa-miR-452-5p","","","",""
"ZNF8","0.191","0.639","0.402","2","hsa-miR-491-5p","hsa-miR-2276-3p","","","",""
"ZNF83","0.106","0.639","0.279","2","hsa-miR-4715-3p","hsa-miR-8056","","","",""
"ZNF844","0.203","0.639","0.418","2","hsa-miR-199b-5p","hsa-miR-498","","","",""
"ZXDA","0.155","0.639","0.351","2","hsa-miR-498","hsa-miR-506-3p","","","",""
"ZYG11A","0.107","0.639","0.387","3","hsa-miR-512-3p","hsa-miR-520b","hsa-miR-490-3p","","",""
"ACOT9","0.402","0.640","0.686","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"C11orf54","0.406","0.640","0.692","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"GATA6","0.410","0.640","0.770","3","hsa-miR-568","hsa-miR-520b","hsa-miR-199b-5p","","",""
"MAP3K9","0.402","0.640","0.686","2","hsa-miR-199b-5p","hsa-miR-490-3p","","","",""
"MRNIP","0.406","0.640","0.692","2","hsa-miR-490-3p","hsa-miR-498","","","",""
"SUMO1","0.410","0.640","0.697","2","hsa-miR-491-5p","hsa-miR-4424","","","",""
"CRKL","0.426","0.640","0.720","2","hsa-miR-1255a","hsa-miR-4680-5p","","","",""
"SLC16A1","0.422","0.640","0.714","2","hsa-miR-548ar-3p","hsa-miR-506-3p","","","",""
"SPATA2","0.418","0.640","0.709","2","hsa-miR-4715-3p","hsa-miR-1255a","","","",""
"TMEM245","0.414","0.640","0.703","2","hsa-miR-548ar-3p","hsa-miR-1302","","","",""
"ZBTB34","0.426","0.640","0.720","2","hsa-miR-4424","hsa-miR-520b","","","",""
"ZNF385A","0.422","0.640","0.714","2","hsa-miR-520b","hsa-miR-4285","","","",""
"ORAI2","0.432","0.643","0.796","3","hsa-miR-498","hsa-miR-512-3p","hsa-miR-520b","","",""
"SCAMP4","0.438","0.644","0.736","2","hsa-miR-506-3p","hsa-miR-491-5p","","","",""
"ZNF426","0.434","0.644","0.731","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZNF708","0.438","0.644","0.736","2","hsa-miR-4680-5p","hsa-miR-491-5p","","","",""
"GAN","0.450","0.646","0.753","2","hsa-miR-4680-5p","hsa-miR-1302","","","",""
"IKZF3","0.446","0.646","0.748","2","hsa-miR-498","hsa-miR-198","","","",""
"KIAA1456","0.450","0.646","0.753","2","hsa-miR-491-5p","hsa-miR-490-3p","","","",""
"LARP1","0.446","0.646","0.748","2","hsa-miR-548ar-3p","hsa-miR-491-5p","","","",""
"MEF2D","0.450","0.646","0.753","2","hsa-miR-1255a","hsa-miR-1302","","","",""
"SRCAP","0.450","0.646","0.753","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"ZBTB8B","0.450","0.646","0.753","2","hsa-miR-498","hsa-miR-516b-3p","","","",""
"TNFRSF13C","0.454","0.648","0.759","2","hsa-miR-199b-5p","hsa-miR-498","","","",""
"NFAT5","0.461","0.650","0.770","2","hsa-miR-580-5p","hsa-miR-490-3p","","","",""
"PAFAH1B2","0.461","0.650","0.770","2","hsa-miR-548l","hsa-miR-4680-5p","","","",""
"SMG1","0.461","0.650","0.770","2","hsa-miR-5583-3p","hsa-miR-2276-3p","","","",""
"DSTYK","0.465","0.651","0.775","2","hsa-miR-498","hsa-miR-520b","","","",""
"CBX5","0.469","0.652","0.781","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"KREMEN1","0.469","0.652","0.781","2","hsa-miR-520b","hsa-miR-1207-3p","","","",""
"BACH1","0.476","0.654","0.792","2","hsa-miR-520b","hsa-miR-548l","","","",""
"FAM126B","0.473","0.654","0.787","2","hsa-miR-4424","hsa-miR-1208","","","",""
"IGFBP5","0.484","0.655","0.803","2","hsa-miR-548ar-3p","hsa-miR-548l","","","",""
"ZMAT3","0.488","0.655","0.809","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"SBNO1","0.491","0.656","0.815","2","hsa-miR-548ar-3p","hsa-miR-520b","","","",""
"MYPN","0.495","0.656","0.820","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"PMAIP1","0.495","0.656","0.820","2","hsa-miR-568","hsa-miR-5583-3p","","","",""
"RAD51","0.495","0.656","0.820","2","hsa-miR-490-3p","hsa-miR-498","","","",""
"CREBRF","0.506","0.657","0.837","2","hsa-miR-520b","hsa-miR-506-3p","","","",""
"NUFIP2","0.513","0.659","0.921","4","hsa-miR-568","hsa-miR-4424","hsa-miR-490-3p","hsa-miR-506-3p","",""
"RNF11","0.513","0.659","0.848","2","hsa-miR-199b-5p","hsa-miR-491-5p","","","",""
"BCL2L1","0.520","0.660","0.859","2","hsa-miR-491-5p","hsa-miR-198","","","",""
"PKM","0.542","0.665","0.893","2","hsa-miR-1302","hsa-miR-491-5p","","","",""
"ZNF417","0.542","0.665","0.893","2","hsa-miR-198","hsa-miR-490-3p","","","",""
"SF3B3","0.552","0.668","0.909","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"SYNJ2BP","0.552","0.668","0.909","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"PPP1R15B","0.575","0.675","0.948","2","hsa-miR-512-3p","hsa-miR-498","","","",""
"NACC2","0.598","0.687","0.987","2","hsa-miR-491-5p","hsa-miR-548l","","","",""
"PURB","0.601","0.689","0.993","2","hsa-miR-548ar-3p","hsa-miR-198","","","",""
"RPL7L1","0.601","0.689","0.993","2","hsa-miR-4424","hsa-miR-4715-3p","","","",""
"ARPP19","0.617","0.693","1.02","2","hsa-miR-451a","hsa-miR-548ar-3p","","","",""
"UBXN2A","0.614","0.693","1.02","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"YIPF4","0.617","0.693","1.02","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"COX6B1","0.620","0.694","1.03","2","hsa-miR-520b","hsa-miR-1207-3p","","","",""
"NUDT3","0.626","0.697","1.04","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"KLHL15","0.639","0.705","1.07","3","hsa-miR-498","hsa-miR-27a-5p","hsa-miR-4680-5p","","",""
"TUBB2A","0.647","0.708","1.08","2","hsa-miR-27a-5p","hsa-miR-548ar-3p","","","",""
"MKNK2","0.652","0.712","1.09","2","hsa-miR-520b","hsa-miR-4285","","","",""
"AGO2","0.668","0.721","1.12","3","hsa-miR-548l","hsa-miR-1255a","hsa-miR-516b-3p","","",""
"MED28","0.675","0.723","1.13","2","hsa-miR-506-3p","hsa-miR-498","","","",""
"LINC00598","0.691","0.737","1.17","2","hsa-miR-512-3p","hsa-miR-520b","","","",""
"SKI","0.693","0.739","1.17","2","hsa-miR-548l","hsa-miR-452-5p","","","",""
"YWHAZ","0.698","0.743","1.18","2","hsa-miR-491-5p","hsa-miR-1255a","","","",""
"HDGF","0.704","0.746","1.19","2","hsa-miR-1255a","hsa-miR-8056","","","",""
"CDKN1A","0.734","0.766","1.23","3","hsa-miR-520b","hsa-miR-198","hsa-miR-506-3p","","",""
"TXNIP","0.737","0.767","1.27","2","hsa-miR-520b","hsa-miR-512-3p","","","",""
"GDE1","0.744","0.772","1.29","2","hsa-miR-548l","hsa-miR-498","","","",""
"LMNB2","0.744","0.772","1.29","2","hsa-miR-27a-5p","hsa-miR-490-3p","","","",""
"XIAP","0.760","0.781","1.33","2","hsa-miR-5583-3p","hsa-miR-548l","","","",""
"CCND1","0.786","0.802","1.40","2","hsa-miR-520b","hsa-miR-490-3p","","","",""
"ZNF460","0.786","0.802","1.34","3","hsa-miR-548l","hsa-miR-1207-3p","hsa-miR-506-3p","","",""
"SOD2","0.797","0.811","1.43","2","hsa-miR-4424","hsa-miR-1302","","","",""
"NFIC","0.814","0.824","1.48","2","hsa-miR-491-5p","hsa-miR-506-3p","","","",""
"SLC7A5","0.817","0.826","1.50","2","hsa-miR-4285","hsa-miR-1255a","","","",""
"NACC1","0.824","0.832","1.52","2","hsa-miR-491-5p","hsa-miR-8056","","","",""
