"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7"
"MCF2L2","0.594","0.659","0.883","1","hsa-miR-7703","","","","","",""
"MPPE1","0.599","0.659","0.894","1","hsa-miR-4722-3p","","","","","",""
"PER2","0.594","0.659","0.883","1","hsa-miR-7703","","","","","",""
"PLAG1","0.599","0.659","0.894","1","hsa-miR-4524b-5p","","","","","",""
"POLL","0.594","0.659","0.883","1","hsa-miR-134-3p","","","","","",""
"POLR2D","0.599","0.659","0.894","1","hsa-miR-1229-3p","","","","","",""
"PTBP2","0.599","0.659","0.894","1","hsa-miR-548h-5p","","","","","",""
"RAB5B","0.594","0.659","0.980","2","hsa-miR-6722-3p","hsa-miR-6769b-5p","","","","",""
"RIF1","0.599","0.659","0.894","1","hsa-miR-4524b-5p","","","","","",""
"RPF2","0.599","0.659","0.894","1","hsa-miR-371b-5p","","","","","",""
"SAR1B","0.594","0.659","0.883","1","hsa-miR-4282","","","","","",""
"SMAD5","0.599","0.659","0.894","1","hsa-miR-548h-5p","","","","","",""
"SNTB2","0.599","0.659","0.894","1","hsa-miR-4524b-5p","","","","","",""
"SSR1","0.599","0.659","0.894","1","hsa-miR-4722-3p","","","","","",""
"SURF4","0.599","0.659","0.894","1","hsa-miR-412-3p","","","","","",""
"TSR1","0.599","0.659","0.894","1","hsa-miR-412-3p","","","","","",""
"WBP2","0.599","0.659","0.894","1","hsa-miR-449c-3p","","","","","",""
"WEE1","0.594","0.659","0.980","2","hsa-miR-4524b-5p","hsa-miR-1253","","","","",""
"YIPF4","0.597","0.659","0.986","2","hsa-miR-371b-5p","hsa-miR-6769b-5p","","","","",""
"CRIPT","0.603","0.662","0.905","1","hsa-miR-660-5p","","","","","",""
"EMP2","0.603","0.662","0.905","1","hsa-miR-6847-3p","","","","","",""
"FOXK2","0.603","0.662","0.905","1","hsa-miR-218-2-3p","","","","","",""
"HIF1A","0.603","0.662","0.905","1","hsa-miR-4282","","","","","",""
"ICA1L","0.603","0.662","0.905","1","hsa-miR-4722-3p","","","","","",""
"PGBD4","0.603","0.662","0.905","1","hsa-miR-4722-3p","","","","","",""
"RBM4B","0.603","0.662","0.905","1","hsa-miR-548h-5p","","","","","",""
"RTL8C","0.603","0.662","0.905","1","hsa-miR-6722-3p","","","","","",""
"XRCC6","0.603","0.662","0.905","1","hsa-miR-548h-5p","","","","","",""
"ACTN4","0.608","0.665","0.916","1","hsa-miR-548h-5p","","","","","",""
"ELMSAN1","0.608","0.665","0.916","1","hsa-miR-4282","","","","","",""
"LNPEP","0.608","0.665","0.916","1","hsa-miR-1253","","","","","",""
"RPL18A","0.608","0.665","0.916","1","hsa-miR-1227-5p","","","","","",""
"RTL8A","0.608","0.665","0.916","1","hsa-miR-134-3p","","","","","",""
"SLC19A3","0.608","0.665","0.916","1","hsa-miR-371b-5p","","","","","",""
"SPCS3","0.608","0.665","0.916","1","hsa-miR-548h-5p","","","","","",""
"ZNF587","0.608","0.665","0.916","1","hsa-miR-4282","","","","","",""
"KHSRP","0.610","0.667","1.01","2","hsa-miR-1253","hsa-miR-548h-5p","","","","",""
"ABI2","0.613","0.668","1.01","2","hsa-miR-6769b-5p","hsa-miR-134-3p","","","","",""
"ACACA","0.612","0.668","0.927","1","hsa-miR-6769b-5p","","","","","",""
"CDK6","0.613","0.668","1.01","2","hsa-miR-371b-5p","hsa-miR-5587-5p","","","","",""
"EREG","0.612","0.668","0.927","1","hsa-miR-4524b-5p","","","","","",""
"GPR107","0.612","0.668","0.927","1","hsa-miR-1253","","","","","",""
"HSPA8","0.612","0.668","0.927","1","hsa-miR-4524b-5p","","","","","",""
"LIMD1","0.612","0.668","0.927","1","hsa-miR-5591-5p","","","","","",""
"SECISBP2L","0.612","0.668","0.927","1","hsa-miR-6769b-5p","","","","","",""
"ZNF704","0.612","0.668","0.927","1","hsa-miR-4524b-5p","","","","","",""
"KLHL15","0.615","0.670","1.03","3","hsa-miR-1229-3p","hsa-miR-4282","hsa-miR-6722-3p","","","",""
"AMER1","0.616","0.670","0.937","1","hsa-miR-3130-3p","","","","","",""
"BTBD3","0.616","0.670","0.937","1","hsa-miR-1253","","","","","",""
"CCSER2","0.616","0.670","0.937","1","hsa-miR-371b-5p","","","","","",""
"CD226","0.616","0.670","0.937","1","hsa-miR-7703","","","","","",""
"EIF2S3","0.616","0.670","0.937","1","hsa-miR-371b-5p","","","","","",""
"GLP2R","0.616","0.670","0.937","1","hsa-miR-4524b-5p","","","","","",""
"PCNP","0.616","0.670","0.937","1","hsa-miR-7703","","","","","",""
"WDR92","0.616","0.670","0.937","1","hsa-miR-4722-3p","","","","","",""
"ALDOA","0.618","0.672","1.02","2","hsa-miR-4722-3p","hsa-miR-6829-3p","","","","",""
"BTG1","0.621","0.673","0.948","1","hsa-miR-4282","","","","","",""
"CDC5L","0.621","0.673","0.948","1","hsa-miR-7703","","","","","",""
"FKBP5","0.621","0.673","0.948","1","hsa-miR-6829-3p","","","","","",""
"GPR75","0.621","0.673","0.948","1","hsa-miR-7703","","","","","",""
"MAVS","0.621","0.673","0.948","1","hsa-miR-6802-3p","","","","","",""
"SORCS2","0.621","0.673","0.948","1","hsa-miR-4722-3p","","","","","",""
"SYNCRIP","0.621","0.673","0.948","1","hsa-miR-548h-5p","","","","","",""
"UBE2H","0.621","0.673","0.948","1","hsa-miR-548h-5p","","","","","",""
"ZYG11B","0.621","0.673","0.948","1","hsa-miR-4282","","","","","",""
"ITPRIPL2","0.625","0.676","0.959","1","hsa-miR-7703","","","","","",""
"LIPG","0.625","0.676","0.959","1","hsa-miR-371b-5p","","","","","",""
"ORC4","0.625","0.676","0.959","1","hsa-miR-4524b-5p","","","","","",""
"SMAD4","0.625","0.676","0.959","1","hsa-miR-371b-5p","","","","","",""
"THAP1","0.625","0.676","0.959","1","hsa-miR-4722-3p","","","","","",""
"TMTC1","0.625","0.676","0.959","1","hsa-miR-7854-3p","","","","","",""
"ZNF701","0.625","0.676","0.959","1","hsa-miR-412-3p","","","","","",""
"ZNF850","0.625","0.676","0.959","1","hsa-miR-7703","","","","","",""
"FAM217B","0.629","0.678","0.970","1","hsa-miR-4282","","","","","",""
"KCNJ6","0.629","0.678","0.970","1","hsa-miR-218-2-3p","","","","","",""
"LYRM4","0.629","0.678","0.970","1","hsa-miR-7703","","","","","",""
"MAP2K7","0.629","0.678","0.970","1","hsa-miR-6722-3p","","","","","",""
"NUCB1","0.629","0.678","0.970","1","hsa-miR-6769b-5p","","","","","",""
"PTPRF","0.629","0.678","0.970","1","hsa-miR-1229-3p","","","","","",""
"TRAF1","0.629","0.678","0.970","1","hsa-miR-6829-3p","","","","","",""
"YTHDC1","0.629","0.678","0.970","1","hsa-miR-4524b-5p","","","","","",""
"ZCCHC3","0.629","0.678","0.970","1","hsa-miR-4749-5p","","","","","",""
"ZNF609","0.629","0.678","0.970","1","hsa-miR-7854-3p","","","","","",""
"CRCP","0.630","0.679","1.05","2","hsa-miR-4722-3p","hsa-miR-7854-3p","","","","",""
"CHMP1B","0.633","0.681","0.980","1","hsa-miR-7854-3p","","","","","",""
"ERGIC1","0.633","0.681","0.980","1","hsa-miR-1253","","","","","",""
"FBXW8","0.633","0.681","0.980","1","hsa-miR-4741","","","","","",""
"HNRNPF","0.633","0.681","0.980","1","hsa-miR-371b-5p","","","","","",""
"LGSN","0.633","0.681","0.980","1","hsa-miR-4722-3p","","","","","",""
"SLC35C2","0.633","0.681","0.980","1","hsa-miR-4741","","","","","",""
"ADGRL1","0.637","0.684","0.991","1","hsa-miR-4741","","","","","",""
"MLF2","0.637","0.684","0.991","1","hsa-miR-4282","","","","","",""
"RHOB","0.637","0.684","0.991","1","hsa-miR-4282","","","","","",""
"USP6NL","0.637","0.684","0.991","1","hsa-miR-218-2-3p","","","","","",""
"ZFAND4","0.637","0.684","0.991","1","hsa-miR-5591-5p","","","","","",""
"BCAS4","0.641","0.687","1.00","1","hsa-miR-6722-3p","","","","","",""
"IGF2BP1","0.641","0.687","1.00","1","hsa-miR-1229-3p","","","","","",""
"L2HGDH","0.641","0.687","1.00","1","hsa-miR-4524b-5p","","","","","",""
"RAB15","0.641","0.687","1.00","1","hsa-miR-6722-3p","","","","","",""
"REEP3","0.641","0.687","1.00","1","hsa-miR-7703","","","","","",""
"SIK1","0.641","0.687","1.00","1","hsa-miR-548h-5p","","","","","",""
"SPIB","0.641","0.687","1.00","1","hsa-miR-4722-3p","","","","","",""
"AGO2","0.644","0.689","1.08","3","hsa-miR-548h-5p","hsa-miR-6769b-5p","hsa-miR-412-3p","","","",""
"ATG9A","0.645","0.689","1.01","1","hsa-miR-6847-3p","","","","","",""
"CBS","0.645","0.689","1.01","1","hsa-miR-7854-3p","","","","","",""
"DYNC1LI2","0.645","0.689","1.01","1","hsa-miR-7703","","","","","",""
"FPR1","0.645","0.689","1.01","1","hsa-miR-4722-3p","","","","","",""
"GATAD1","0.645","0.689","1.01","1","hsa-miR-7151-5p","","","","","",""
"GPR155","0.645","0.689","1.01","1","hsa-miR-6829-3p","","","","","",""
"IL6R","0.645","0.689","1.01","1","hsa-miR-4722-3p","","","","","",""
"LRRC58","0.644","0.689","1.07","2","hsa-miR-6829-3p","hsa-miR-4722-3p","","","","",""
"PLEKHG2","0.645","0.689","1.01","1","hsa-miR-7703","","","","","",""
"ZNF354B","0.645","0.689","1.01","1","hsa-miR-4722-3p","","","","","",""
"AAK1","0.649","0.691","1.02","1","hsa-miR-371b-5p","","","","","",""
"ETV3","0.649","0.691","1.02","1","hsa-miR-4722-3p","","","","","",""
"QRFPR","0.649","0.691","1.02","1","hsa-miR-1253","","","","","",""
"RPS6KA5","0.649","0.691","1.02","1","hsa-miR-4282","","","","","",""
"RRP7A","0.649","0.691","1.02","1","hsa-miR-4722-3p","","","","","",""
"TIMM10","0.649","0.691","1.02","1","hsa-miR-5587-5p","","","","","",""
"TOR2A","0.649","0.691","1.02","1","hsa-miR-6722-3p","","","","","",""
"ACTR2","0.653","0.694","1.03","1","hsa-miR-4524b-5p","","","","","",""
"C15orf40","0.653","0.694","1.03","1","hsa-miR-4722-3p","","","","","",""
"IL6ST","0.653","0.694","1.03","1","hsa-miR-548h-5p","","","","","",""
"PPP1R11","0.653","0.694","1.03","1","hsa-miR-4524b-5p","","","","","",""
"TIMM50","0.653","0.694","1.03","1","hsa-miR-5591-5p","","","","","",""
"ZNF99","0.653","0.694","1.03","1","hsa-miR-412-3p","","","","","",""
"BRMS1L","0.657","0.696","1.05","1","hsa-miR-4722-3p","","","","","",""
"CCDC6","0.657","0.696","1.05","1","hsa-miR-7854-3p","","","","","",""
"CCNT1","0.657","0.696","1.05","1","hsa-miR-4524b-5p","","","","","",""
"CLDN12","0.657","0.696","1.05","1","hsa-miR-548h-5p","","","","","",""
"EIF4H","0.657","0.696","1.05","1","hsa-miR-134-3p","","","","","",""
"KLF10","0.657","0.696","1.05","1","hsa-miR-7703","","","","","",""
"MDM2","0.656","0.696","1.09","2","hsa-miR-7703","hsa-miR-4282","","","","",""
"MKLN1","0.657","0.696","1.05","1","hsa-miR-548h-5p","","","","","",""
"NOL9","0.657","0.696","1.05","1","hsa-miR-7703","","","","","",""
"PHF19","0.657","0.696","1.05","1","hsa-miR-4741","","","","","",""
"ZMYM1","0.657","0.696","1.05","1","hsa-miR-4722-3p","","","","","",""
"AGTRAP","0.661","0.698","1.06","1","hsa-miR-371b-5p","","","","","",""
"EBNA1BP2","0.661","0.698","1.06","1","hsa-miR-548h-5p","","","","","",""
"ERGIC2","0.661","0.698","1.06","1","hsa-miR-5585-3p","","","","","",""
"IGF1","0.661","0.698","1.06","1","hsa-miR-6847-3p","","","","","",""
"NCKAP1","0.661","0.698","1.06","1","hsa-miR-6829-3p","","","","","",""
"TMEM109","0.661","0.698","1.06","1","hsa-miR-6722-3p","","","","","",""
"DDI2","0.665","0.701","1.07","1","hsa-miR-1227-5p","","","","","",""
"DNAJB9","0.665","0.701","1.07","1","hsa-miR-7151-5p","","","","","",""
"FBRS","0.665","0.701","1.07","1","hsa-miR-4741","","","","","",""
"NFIB","0.665","0.701","1.07","1","hsa-miR-6769b-5p","","","","","",""
"TMEM41B","0.665","0.701","1.07","1","hsa-miR-548h-5p","","","","","",""
"TOB2","0.665","0.701","1.07","1","hsa-miR-1253","","","","","",""
"TRIM66","0.665","0.701","1.07","1","hsa-miR-371b-5p","","","","","",""
"ZNF669","0.665","0.701","1.07","1","hsa-miR-1229-3p","","","","","",""
"ASB6","0.669","0.703","1.08","1","hsa-miR-4749-5p","","","","","",""
"HSP90AA1","0.669","0.703","1.08","1","hsa-miR-548h-5p","","","","","",""
"REXO1","0.669","0.703","1.08","1","hsa-miR-6722-3p","","","","","",""
"SLC27A1","0.669","0.703","1.08","1","hsa-miR-7854-3p","","","","","",""
"TMEM184B","0.669","0.703","1.08","1","hsa-miR-4749-5p","","","","","",""
"FOXN2","0.672","0.706","1.09","1","hsa-miR-548h-5p","","","","","",""
"PTBP1","0.672","0.706","1.09","1","hsa-miR-548h-5p","","","","","",""
"SOCS5","0.672","0.706","1.09","1","hsa-miR-4524b-5p","","","","","",""
"SZRD1","0.672","0.706","1.09","1","hsa-miR-4524b-5p","","","","","",""
"ARID1A","0.676","0.708","1.10","1","hsa-miR-7854-3p","","","","","",""
"CCNF","0.676","0.708","1.10","1","hsa-miR-4741","","","","","",""
"CDK4","0.676","0.708","1.10","1","hsa-miR-548h-5p","","","","","",""
"MRPL12","0.676","0.708","1.10","1","hsa-miR-6769b-5p","","","","","",""
"NEGR1","0.676","0.708","1.10","1","hsa-miR-5591-5p","","","","","",""
"SGPL1","0.676","0.708","1.10","1","hsa-miR-6769b-5p","","","","","",""
"SLC11A2","0.676","0.708","1.10","1","hsa-miR-7703","","","","","",""
"WAC","0.676","0.708","1.10","1","hsa-miR-6722-3p","","","","","",""
"GATAD2A","0.680","0.711","1.11","1","hsa-miR-4749-5p","","","","","",""
"GNL3L","0.680","0.711","1.11","1","hsa-miR-4722-3p","","","","","",""
"SLC12A7","0.680","0.711","1.11","1","hsa-miR-4741","","","","","",""
"MED16","0.683","0.714","1.12","1","hsa-miR-6847-3p","","","","","",""
"SLFN12L","0.683","0.714","1.12","1","hsa-miR-7703","","","","","",""
"TM9SF3","0.683","0.714","1.12","1","hsa-miR-548h-5p","","","","","",""
"TMBIM6","0.683","0.714","1.12","1","hsa-miR-412-3p","","","","","",""
"TMEM2","0.683","0.714","1.12","1","hsa-miR-5587-5p","","","","","",""
"TRIM71","0.683","0.714","1.12","1","hsa-miR-5587-5p","","","","","",""
"ZYG11A","0.683","0.714","1.12","1","hsa-miR-7703","","","","","",""
"FGF2","0.687","0.716","1.13","1","hsa-miR-4524b-5p","","","","","",""
"NFE2L1","0.687","0.716","1.13","1","hsa-miR-6722-3p","","","","","",""
"NR2F6","0.687","0.716","1.13","1","hsa-miR-7703","","","","","",""
"NUCKS1","0.687","0.716","1.13","1","hsa-miR-5591-5p","","","","","",""
"SESN2","0.687","0.716","1.13","1","hsa-miR-6722-3p","","","","","",""
"TMCO1","0.687","0.716","1.13","1","hsa-miR-7703","","","","","",""
"TMED10","0.687","0.716","1.13","1","hsa-miR-7854-3p","","","","","",""
"PRKAR2A","0.690","0.719","1.14","1","hsa-miR-4524b-5p","","","","","",""
"SH3PXD2A","0.690","0.719","1.14","1","hsa-miR-6769b-5p","","","","","",""
"FEM1B","0.694","0.722","1.15","1","hsa-miR-371b-5p","","","","","",""
"KATNAL1","0.694","0.722","1.15","1","hsa-miR-548h-5p","","","","","",""
"TBL1XR1","0.694","0.722","1.15","1","hsa-miR-5591-5p","","","","","",""
"MSN","0.697","0.724","1.16","1","hsa-miR-5591-5p","","","","","",""
"MYADM","0.697","0.724","1.16","1","hsa-miR-371b-5p","","","","","",""
"SCO1","0.697","0.724","1.16","1","hsa-miR-1229-3p","","","","","",""
"SRSF7","0.697","0.724","1.16","1","hsa-miR-7703","","","","","",""
"UBE2D3","0.697","0.724","1.16","1","hsa-miR-5591-5p","","","","","",""
"CRY2","0.701","0.727","1.17","1","hsa-miR-3130-3p","","","","","",""
"KIAA0513","0.701","0.727","1.17","1","hsa-miR-1253","","","","","",""
"KLF13","0.701","0.727","1.17","1","hsa-miR-6769b-5p","","","","","",""
"RANGAP1","0.701","0.727","1.17","1","hsa-miR-7854-3p","","","","","",""
"ZNF154","0.701","0.727","1.17","1","hsa-miR-548h-5p","","","","","",""
"TGFBR2","0.704","0.729","1.19","1","hsa-miR-1253","","","","","",""
"VPS53","0.704","0.729","1.19","1","hsa-miR-7703","","","","","",""
"WNK1","0.704","0.729","1.19","1","hsa-miR-134-3p","","","","","",""
"PDZD8","0.707","0.732","1.20","1","hsa-miR-7703","","","","","",""
"SRSF2","0.707","0.732","1.20","1","hsa-miR-3130-3p","","","","","",""
"RACGAP1","0.711","0.736","1.21","1","hsa-miR-6829-3p","","","","","",""
"CDKN1A","0.712","0.737","1.19","3","hsa-miR-1229-3p","hsa-miR-371b-5p","hsa-miR-6722-3p","","","",""
"ACOX1","0.714","0.738","1.22","1","hsa-miR-6769b-5p","","","","","",""
"CSNK2A1","0.714","0.738","1.22","1","hsa-miR-1253","","","","","",""
"MLXIP","0.714","0.738","1.22","1","hsa-miR-6802-3p","","","","","",""
"SLC38A7","0.714","0.738","1.22","1","hsa-miR-6769b-5p","","","","","",""
"TMEM120B","0.714","0.738","1.22","1","hsa-miR-7703","","","","","",""
"DCTN6","0.717","0.740","1.23","1","hsa-miR-371b-5p","","","","","",""
"LUZP1","0.717","0.740","1.23","1","hsa-miR-1253","","","","","",""
"RDH11","0.717","0.740","1.23","1","hsa-miR-548h-5p","","","","","",""
"ZNF101","0.717","0.740","1.23","1","hsa-miR-7703","","","","","",""
"FZD6","0.720","0.742","1.24","1","hsa-miR-5585-3p","","","","","",""
"RBM12B","0.720","0.742","1.24","1","hsa-miR-7703","","","","","",""
"TRIM65","0.720","0.742","1.24","1","hsa-miR-7854-3p","","","","","",""
"ZNF878","0.720","0.742","1.24","1","hsa-miR-371b-5p","","","","","",""
"ARL6IP1","0.723","0.745","1.25","1","hsa-miR-1229-3p","","","","","",""
"ATXN3","0.727","0.747","1.26","1","hsa-miR-371b-5p","","","","","",""
"C16orf58","0.727","0.747","1.26","1","hsa-miR-5591-5p","","","","","",""
"RORA","0.727","0.747","1.26","1","hsa-miR-449c-3p","","","","","",""
"SGTB","0.727","0.747","1.26","1","hsa-miR-371b-5p","","","","","",""
"UHMK1","0.727","0.747","1.26","1","hsa-miR-548h-5p","","","","","",""
"ZBTB20","0.727","0.747","1.26","1","hsa-miR-548h-5p","","","","","",""
"C3","0.730","0.750","1.27","1","hsa-miR-7703","","","","","",""
"CHAC1","0.730","0.750","1.27","1","hsa-miR-4524b-5p","","","","","",""
"KLHL28","0.733","0.753","1.28","1","hsa-miR-548h-5p","","","","","",""
"CEP97","0.736","0.756","1.29","1","hsa-miR-6769b-5p","","","","","",""
"HS3ST1","0.739","0.758","1.30","1","hsa-miR-4722-3p","","","","","",""
"MTHFD2","0.739","0.758","1.30","1","hsa-miR-548h-5p","","","","","",""
"TNPO1","0.739","0.758","1.30","1","hsa-miR-7703","","","","","",""
"BCL2L11","0.742","0.760","1.31","1","hsa-miR-5587-5p","","","","","",""
"SMC1A","0.742","0.760","1.31","1","hsa-miR-6847-3p","","","","","",""
"TMEM167A","0.742","0.760","1.31","1","hsa-miR-1253","","","","","",""
"XIAP","0.742","0.760","1.28","2","hsa-miR-412-3p","hsa-miR-548h-5p","","","","",""
"ACOT9","0.745","0.762","1.33","1","hsa-miR-5587-5p","","","","","",""
"GXYLT2","0.745","0.762","1.33","1","hsa-miR-4722-3p","","","","","",""
"PHF12","0.745","0.762","1.33","1","hsa-miR-7703","","","","","",""
"YWHAE","0.745","0.762","1.33","1","hsa-miR-548h-5p","","","","","",""
"KLHDC10","0.747","0.764","1.34","1","hsa-miR-7703","","","","","",""
"POTEM","0.747","0.764","1.34","1","hsa-miR-134-3p","","","","","",""
"FGFR1OP","0.750","0.766","1.35","1","hsa-miR-4722-3p","","","","","",""
"GRPEL2","0.750","0.766","1.35","1","hsa-miR-548h-5p","","","","","",""
"IRGQ","0.750","0.766","1.35","1","hsa-miR-7703","","","","","",""
"LPP","0.750","0.766","1.35","1","hsa-miR-371b-5p","","","","","",""
"POTEG","0.750","0.766","1.35","1","hsa-miR-134-3p","","","","","",""
"SUMO1","0.750","0.766","1.35","1","hsa-miR-5585-3p","","","","","",""
"TMEM245","0.753","0.769","1.36","1","hsa-miR-4524b-5p","","","","","",""
"DR1","0.756","0.771","1.37","1","hsa-miR-548h-5p","","","","","",""
"IGF1R","0.757","0.772","1.32","2","hsa-miR-7151-5p","hsa-miR-1253","","","","",""
"TOR1AIP2","0.759","0.773","1.38","1","hsa-miR-3130-3p","","","","","",""
"CRKL","0.761","0.776","1.39","1","hsa-miR-1253","","","","","",""
"ZBTB34","0.761","0.776","1.39","1","hsa-miR-134-3p","","","","","",""
"ARL5B","0.764","0.778","1.40","1","hsa-miR-7151-5p","","","","","",""
"TP53","0.764","0.778","1.40","1","hsa-miR-6722-3p","","","","","",""
"KDM6B","0.767","0.780","1.41","1","hsa-miR-4749-5p","","","","","",""
"ZNF426","0.767","0.780","1.41","1","hsa-miR-371b-5p","","","","","",""
"RBM28","0.769","0.782","1.42","1","hsa-miR-7703","","","","","",""
"ZNF708","0.769","0.782","1.42","1","hsa-miR-6769b-5p","","","","","",""
"ANKRD52","0.772","0.785","1.43","1","hsa-miR-5591-5p","","","","","",""
"BTF3L4","0.775","0.787","1.44","1","hsa-miR-3130-3p","","","","","",""
"E2F3","0.775","0.787","1.44","1","hsa-miR-660-5p","","","","","",""
"EXOSC2","0.777","0.789","1.45","1","hsa-miR-371b-5p","","","","","",""
"RCC2","0.777","0.789","1.45","1","hsa-miR-548h-5p","","","","","",""
"ZBTB8B","0.777","0.789","1.45","1","hsa-miR-7703","","","","","",""
"SOD2","0.781","0.792","1.38","2","hsa-miR-3130-3p","hsa-miR-4282","","","","",""
"TVP23C","0.782","0.794","1.48","1","hsa-miR-7703","","","","","",""
"GGCX","0.785","0.796","1.49","1","hsa-miR-7703","","","","","",""
"PEG10","0.785","0.796","1.49","1","hsa-miR-548h-5p","","","","","",""
"DSTYK","0.787","0.798","1.50","1","hsa-miR-4722-3p","","","","","",""
"PGPEP1","0.787","0.798","1.50","1","hsa-miR-7703","","","","","",""
"KREMEN1","0.790","0.800","1.51","1","hsa-miR-4722-3p","","","","","",""
"ARHGDIA","0.794","0.804","1.53","1","hsa-miR-6847-3p","","","","","",""
"BACH1","0.794","0.804","1.53","1","hsa-miR-548h-5p","","","","","",""
"DSN1","0.797","0.806","1.54","1","hsa-miR-4722-3p","","","","","",""
"ZNF70","0.797","0.806","1.54","1","hsa-miR-4722-3p","","","","","",""
"IGFBP5","0.799","0.807","1.55","1","hsa-miR-1229-3p","","","","","",""
"MRPS10","0.799","0.807","1.55","1","hsa-miR-7703","","","","","",""
"ZNF451","0.799","0.807","1.55","1","hsa-miR-371b-5p","","","","","",""
"HIC2","0.804","0.812","1.57","1","hsa-miR-7854-3p","","","","","",""
