Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
DNTTIP2,0.038461538461538436,0.306,0.61,0.555,2,hsa-miR-4803,hsa-miR-548ah-5p,,,,,
FOXJ2,0.038461538461538436,0.113,0.61,0.29,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
FOXK2,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
RASSF4,0.038461538461538436,0.0517,0.61,0.185,2,hsa-miR-922,hsa-miR-4474-3p,,,,,
B4GALNT4,0.038461538461538436,0.0106,0.61,0.08,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
GRB10,0.038461538461538436,0.088,0.61,0.25,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
GPRC5B,0.038461538461538436,0.0649,0.61,0.21,2,hsa-miR-512-5p,hsa-miR-1225-3p,,,,,
GPRC5A,0.038461538461538436,0.343,0.61,0.605,2,hsa-miR-6734-3p,hsa-miR-6815-5p,,,,,
GPR75,0.038461538461538436,0.219,0.61,0.44,2,hsa-miR-1225-3p,hsa-miR-512-5p,,,,,
GPR37L1,0.038461538461538436,0.0468,0.61,0.175,2,hsa-miR-1225-3p,hsa-miR-512-5p,,,,,
GPR27,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-922,hsa-miR-548h-5p,,,,,
GPR173,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-6769b-5p,hsa-miR-4516,,,,,
GPR155,0.038461538461538436,0.242,0.61,0.47,2,hsa-miR-520d-3p,hsa-miR-29b-1-5p,,,,,
GPR137B,0.038461538461538436,0.1,0.61,0.27,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
GOLGA8J,0.038461538461538436,0.0214,0.61,0.115,2,hsa-miR-4516,hsa-miR-5582-5p,,,,,
GOLGA2,0.038461538461538436,0.11,0.61,0.285,2,hsa-miR-6715b-5p,hsa-miR-520d-3p,,,,,
GMEB2,0.038461538461538436,0.0492,0.61,0.18,2,hsa-miR-1250-5p,hsa-miR-6734-3p,,,,,
GMDS,0.038461538461538436,0.031,0.61,0.14,2,hsa-miR-5582-5p,hsa-miR-4803,,,,,
GLP2R,0.038461538461538436,0.216,0.61,0.435,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
GLIS3,0.038461538461538436,0.0148,0.61,0.095,2,hsa-miR-548ah-5p,hsa-miR-6734-3p,,,,,
FOXRED2,0.038461538461538436,0.175,0.61,0.38,2,hsa-miR-6769b-5p,hsa-miR-520d-3p,,,,,
GJB1,0.038461538461538436,0.0972,0.61,0.265,2,hsa-miR-4511,hsa-miR-6735-5p,,,,,
GINS4,0.038461538461538436,0.0761,0.61,0.23,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
B4GALT1,0.038461538461538436,0.154,0.61,0.35,2,hsa-miR-4511,hsa-miR-1225-3p,,,,,
GDPD5,0.038461538461538436,0.0375,0.61,0.155,2,hsa-miR-1205,hsa-miR-922,,,,,
GDI1,0.038461538461538436,0.116,0.61,0.295,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
GDF5OS,0.038461538461538436,0.123,0.61,0.305,2,hsa-miR-139-3p,hsa-miR-520d-3p,,,,,
GDF15,0.038461538461538436,0.0214,0.61,0.115,2,hsa-miR-1225-3p,hsa-miR-6735-5p,,,,,
GDF11,0.038461538461538436,0.0941,0.61,0.26,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
GCC1,0.038461538461538436,0.0251,0.61,0.125,2,hsa-miR-5582-5p,hsa-miR-1205,,,,,
GALNT17,0.038461538461538436,0.00702,0.61,0.065,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
G3BP2,0.038461538461538436,0.201,0.61,0.415,2,hsa-miR-922,hsa-miR-6734-3p,,,,,
FZD6,0.038461538461538436,0.321,0.61,0.575,2,hsa-miR-6756-5p,hsa-miR-520d-3p,,,,,
FYCO1,0.038461538461538436,0.0649,0.61,0.21,2,hsa-miR-4511,hsa-miR-4803,,,,,
FTSJ3,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
DNLZ,0.038461538461538436,0.0622,0.61,0.205,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
DNAJC28,0.038461538461538436,0.317,0.61,0.57,2,hsa-miR-4803,hsa-miR-548ah-5p,,,,,
DNAH9,0.038461538461538436,0.126,0.61,0.31,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
CASKIN2,0.038461538461538436,0.0251,0.61,0.125,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
CFAP73,0.038461538461538436,0.00332,0.61,0.045,2,hsa-miR-1205,hsa-miR-6715b-5p,,,,,
CENPN,0.038461538461538436,0.172,0.61,0.375,2,hsa-miR-1225-3p,hsa-miR-512-5p,,,,,
CELSR3,0.038461538461538436,0.157,0.61,0.355,2,hsa-miR-548h-5p,hsa-miR-6769b-5p,,,,,
CDC42SE1,0.038461538461538436,0.0733,0.61,0.225,2,hsa-miR-4516,hsa-miR-6735-5p,,,,,
CDC25A,0.038461538461538436,0.088,0.61,0.25,2,hsa-miR-512-5p,hsa-miR-4803,,,,,
CDC14B,0.038461538461538436,0.287,0.61,0.53,2,hsa-miR-4516,hsa-miR-512-5p,,,,,
CD276,0.038461538461538436,0.0569,0.61,0.195,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
CCSAP,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-6756-5p,hsa-miR-520d-3p,,,,,
CCNY,0.038461538461538436,0.0353,0.61,0.15,2,hsa-miR-1225-3p,hsa-miR-922,,,,,
CCNL1,0.038461538461538436,0.0232,0.61,0.12,2,hsa-miR-6735-5p,hsa-miR-4803,,,,,
CCL16,0.038461538461538436,0.13,0.61,0.315,2,hsa-miR-4516,hsa-miR-6715b-5p,,,,,
CCDC71L,0.038461538461538436,0.19,0.61,0.4,2,hsa-miR-139-3p,hsa-miR-548ah-5p,,,,,
CCDC59,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
CAVIN1,0.038461538461538436,0.186,0.61,0.395,2,hsa-miR-6735-5p,hsa-miR-520d-3p,,,,,
CAPZA1,0.038461538461538436,0.347,0.61,0.61,2,hsa-miR-4516,hsa-miR-548h-5p,,,,,
DNAH10OS,0.038461538461538436,0.13,0.61,0.315,2,hsa-miR-3975,hsa-miR-1225-3p,,,,,
CAPS,0.038461538461538436,0.0164,0.61,0.1,2,hsa-miR-6735-5p,hsa-miR-6756-5p,,,,,
CAPRIN2,0.038461538461538436,0.123,0.61,0.305,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
CAPN15,0.038461538461538436,0.291,0.61,0.535,2,hsa-miR-6756-5p,hsa-miR-548ah-5p,,,,,
CALR,0.038461538461538436,0.313,0.61,0.565,2,hsa-miR-1225-3p,hsa-miR-6756-5p,,,,,
C9orf40,0.038461538461538436,0.0517,0.61,0.185,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
C3orf33,0.038461538461538436,0.029,0.61,0.135,2,hsa-miR-4803,hsa-miR-512-5p,,,,,
C17orf51,0.038461538461538436,0.0026,0.61,0.04,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
BCL7A,0.038461538461538436,0.164,0.61,0.365,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
C15orf40,0.038461538461538436,0.249,0.61,0.48,2,hsa-miR-520d-3p,hsa-miR-4727-5p,,,,,
C11orf58,0.038461538461538436,0.0761,0.61,0.23,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
BTG3,0.038461538461538436,0.088,0.61,0.25,2,hsa-miR-548ah-5p,hsa-miR-4511,,,,,
BRIX1,0.038461538461538436,0.249,0.61,0.48,2,hsa-miR-548h-5p,hsa-miR-512-5p,,,,,
BRI3BP,0.038461538461538436,0.351,0.61,0.615,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
BMP2,0.038461538461538436,0.0517,0.61,0.185,2,hsa-miR-6756-5p,hsa-miR-548ah-5p,,,,,
CHAC1,0.038461538461538436,0.332,0.61,0.59,2,hsa-miR-6756-5p,hsa-miR-4516,,,,,
CHSY1,0.038461538461538436,0.079,0.61,0.235,2,hsa-miR-548ah-5p,hsa-miR-5582-5p,,,,,
CKS2,0.038461538461538436,0.0569,0.61,0.195,2,hsa-miR-6715b-5p,hsa-miR-4511,,,,,
CLASP1,0.038461538461538436,0.133,0.61,0.32,2,hsa-miR-1205,hsa-miR-6769b-5p,,,,,
DESI1,0.038461538461538436,0.12,0.61,0.3,2,hsa-miR-6815-5p,hsa-miR-548ah-5p,,,,,
DDI2,0.038461538461538436,0.26,0.61,0.495,2,hsa-miR-5582-5p,hsa-miR-520d-3p,,,,,
DDA1,0.038461538461538436,0.227,0.61,0.45,2,hsa-miR-6756-5p,hsa-miR-4474-3p,,,,,
DCTN6,0.038461538461538436,0.317,0.61,0.57,2,hsa-miR-520d-3p,hsa-miR-512-5p,,,,,
DCP2,0.038461538461538436,0.123,0.61,0.305,2,hsa-miR-4727-5p,hsa-miR-512-5p,,,,,
DAZAP2,0.038461538461538436,0.343,0.61,0.605,2,hsa-miR-520d-3p,hsa-miR-4516,,,,,
DARS,0.038461538461538436,0.113,0.61,0.29,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
DAB2IP,0.038461538461538436,0.0649,0.61,0.21,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
CYP4A22,0.038461538461538436,0.0517,0.61,0.185,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
CYP4A11,0.038461538461538436,0.0569,0.61,0.195,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
CYP2W1,0.038461538461538436,0.107,0.61,0.28,2,hsa-miR-6756-5p,hsa-miR-134-3p,,,,,
CYP11A1,0.038461538461538436,0.018,0.61,0.105,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
CXorf38,0.038461538461538436,0.133,0.61,0.32,2,hsa-miR-512-5p,hsa-miR-520d-3p,,,,,
CTNNB1,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-512-5p,hsa-miR-4474-3p,,,,,
CTDNEP1,0.038461538461538436,0.19,0.61,0.4,2,hsa-miR-6756-5p,hsa-miR-6735-5p,,,,,
BCL2L2,0.038461538461538436,0.116,0.61,0.295,2,hsa-miR-512-5p,hsa-miR-520d-3p,,,,,
CRTAP,0.038461538461538436,0.143,0.61,0.335,2,hsa-miR-6815-5p,hsa-miR-134-3p,,,,,
CREBZF,0.038461538461538436,0.201,0.61,0.415,2,hsa-miR-5582-5p,hsa-miR-29b-1-5p,,,,,
CPS1,0.038461538461538436,0.107,0.61,0.28,2,hsa-miR-4727-5p,hsa-miR-548ah-5p,,,,,
COX6C,0.038461538461538436,0.0375,0.61,0.155,2,hsa-miR-4511,hsa-miR-520d-3p,,,,,
COX19,0.038461538461538436,0.179,0.61,0.385,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
COL5A1,0.038461538461538436,0.0375,0.61,0.155,2,hsa-miR-4516,hsa-miR-29b-1-5p,,,,,
COL4A3BP,0.038461538461538436,0.212,0.61,0.43,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
COL1A1,0.038461538461538436,0.253,0.61,0.485,2,hsa-miR-29b-1-5p,hsa-miR-548ah-5p,,,,,
CMTM4,0.038461538461538436,0.11,0.61,0.285,2,hsa-miR-4516,hsa-miR-922,,,,,
CLPX,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-4511,hsa-miR-6715b-5p,,,,,
CLIP4,0.038461538461538436,0.143,0.61,0.335,2,hsa-miR-520d-3p,hsa-miR-922,,,,,
CLIC4,0.038461538461538436,0.253,0.61,0.485,2,hsa-miR-548ah-5p,hsa-miR-6715b-5p,,,,,
CLDN12,0.038461538461538436,0.253,0.61,0.485,2,hsa-miR-548h-5p,hsa-miR-3975,,,,,
GSTO2,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-6734-3p,hsa-miR-1205,,,,,
HAS2,0.038461538461538436,0.161,0.61,0.36,2,hsa-miR-4511,hsa-miR-520d-3p,,,,,
HAUS8,0.038461538461538436,0.0468,0.61,0.175,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
NOC2L,0.038461538461538436,0.0468,0.61,0.175,2,hsa-miR-6735-5p,hsa-miR-1205,,,,,
PDE12,0.038461538461538436,0.347,0.61,0.61,2,hsa-miR-548h-5p,hsa-miR-6734-3p,,,,,
PCGF3,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-922,hsa-miR-6756-5p,,,,,
PARP1,0.038461538461538436,0.182,0.61,0.39,2,hsa-miR-1225-3p,hsa-miR-520d-3p,,,,,
PAK4,0.038461538461538436,0.113,0.61,0.29,2,hsa-miR-6734-3p,hsa-miR-6815-5p,,,,,
PAK2,0.038461538461538436,0.23,0.61,0.455,2,hsa-miR-922,hsa-miR-520d-3p,,,,,
AP2M1,0.038461538461538436,0.15,0.61,0.345,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
OSTM1,0.038461538461538436,0.227,0.61,0.45,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
OSBPL10,0.038461538461538436,0.168,0.61,0.37,2,hsa-miR-6769b-5p,hsa-miR-6734-3p,,,,,
ABCC12,0.038461538461538436,0.11,0.61,0.285,2,hsa-miR-922,hsa-miR-6734-3p,,,,,
OR7D2,0.038461538461538436,0.161,0.61,0.36,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
OCLN,0.038461538461538436,0.147,0.61,0.34,2,hsa-miR-548ah-5p,hsa-miR-4516,,,,,
APH1A,0.038461538461538436,0.079,0.61,0.235,2,hsa-miR-6769b-5p,hsa-miR-520d-3p,,,,,
NR3C1,0.038461538461538436,0.264,0.61,0.5,2,hsa-miR-5582-5p,hsa-miR-548ah-5p,,,,,
NOVA2,0.038461538461538436,0.0704,0.61,0.22,2,hsa-miR-4474-3p,hsa-miR-134-3p,,,,,
NNT,0.038461538461538436,0.147,0.61,0.34,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
MTMR1,0.038461538461538436,0.00933,0.61,0.075,2,hsa-miR-4516,hsa-miR-1225-3p,,,,,
NLRP6,0.038461538461538436,0.018,0.61,0.105,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
NKIRAS2,0.038461538461538436,0.107,0.61,0.28,2,hsa-miR-4516,hsa-miR-6756-5p,,,,,
APOH,0.038461538461538436,0.0649,0.61,0.21,2,hsa-miR-4727-5p,hsa-miR-520d-3p,,,,,
ARIH1,0.038461538461538436,0.227,0.61,0.45,2,hsa-miR-512-5p,hsa-miR-4803,,,,,
NDUFB11,0.038461538461538436,0.085,0.61,0.245,2,hsa-miR-1225-3p,hsa-miR-6756-5p,,,,,
NDUFAF6,0.038461538461538436,0.00814,0.61,0.07,2,hsa-miR-1225-3p,hsa-miR-6734-3p,,,,,
NDUFAF3,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-520d-3p,hsa-miR-922,,,,,
NCLN,0.038461538461538436,0.031,0.61,0.14,2,hsa-miR-4511,hsa-miR-548ah-5p,,,,,
NAV1,0.038461538461538436,0.294,0.61,0.54,2,hsa-miR-6756-5p,hsa-miR-4474-3p,,,,,
NAP1L4,0.038461538461538436,0.018,0.61,0.105,2,hsa-miR-922,hsa-miR-512-5p,,,,,
MYO1F,0.038461538461538436,0.294,0.61,0.54,2,hsa-miR-6734-3p,hsa-miR-520d-3p,,,,,
MYLIP,0.038461538461538436,0.317,0.61,0.57,2,hsa-miR-548ah-5p,hsa-miR-512-5p,,,,,
MVB12B,0.038461538461538436,0.0214,0.61,0.115,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
MTRF1L,0.038461538461538436,0.14,0.61,0.33,2,hsa-miR-1205,hsa-miR-6815-5p,,,,,
PDE4DIP,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-4516,hsa-miR-6734-3p,,,,,
PER1,0.038461538461538436,0.283,0.61,0.525,2,hsa-miR-6715b-5p,hsa-miR-520d-3p,,,,,
PFKP,0.038461538461538436,0.0517,0.61,0.185,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
PGM2L1,0.038461538461538436,0.328,0.61,0.585,2,hsa-miR-4516,hsa-miR-29b-1-5p,,,,,
RAP1B,0.038461538461538436,0.133,0.61,0.32,2,hsa-miR-548ah-5p,hsa-miR-378c,,,,,
RANGAP1,0.038461538461538436,0.298,0.61,0.545,2,hsa-miR-520d-3p,hsa-miR-6735-5p,,,,,
RAC3,0.038461538461538436,0.0232,0.61,0.12,2,hsa-miR-4516,hsa-miR-6815-5p,,,,,
ALOX15,0.038461538461538436,0.031,0.61,0.14,2,hsa-miR-139-3p,hsa-miR-6756-5p,,,,,
RAB42,0.038461538461538436,0.088,0.61,0.25,2,hsa-miR-520d-3p,hsa-miR-1225-3p,,,,,
RAB3IP,0.038461538461538436,0.34,0.61,0.6,2,hsa-miR-922,hsa-miR-520d-3p,,,,,
RAB15,0.038461538461538436,0.238,0.61,0.465,2,hsa-miR-6756-5p,hsa-miR-29b-1-5p,,,,,
RAB11FIP1,0.038461538461538436,0.253,0.61,0.485,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
R3HDM2,0.038461538461538436,0.0375,0.61,0.155,2,hsa-miR-6715b-5p,hsa-miR-5582-5p,,,,,
QSOX1,0.038461538461538436,0.298,0.61,0.545,2,hsa-miR-520d-3p,hsa-miR-3975,,,,,
PYCARD,0.038461538461538436,0.0595,0.61,0.2,2,hsa-miR-3975,hsa-miR-1225-3p,,,,,
PXDC1,0.038461538461538436,0.0232,0.61,0.12,2,hsa-miR-1225-3p,hsa-miR-134-3p,,,,,
PTPN9,0.038461538461538436,0.0704,0.61,0.22,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
PTPN4,0.038461538461538436,0.13,0.61,0.315,2,hsa-miR-4803,hsa-miR-548ah-5p,,,,,
PTPN1,0.038461538461538436,0.0733,0.61,0.225,2,hsa-miR-548h-5p,hsa-miR-6756-5p,,,,,
PTPDC1,0.038461538461538436,0.143,0.61,0.335,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
ANKRD33B,0.038461538461538436,0.161,0.61,0.36,2,hsa-miR-1250-5p,hsa-miR-548ah-5p,,,,,
PRR14L,0.038461538461538436,0.268,0.61,0.505,2,hsa-miR-512-5p,hsa-miR-922,,,,,
PRKD3,0.038461538461538436,0.0444,0.61,0.17,2,hsa-miR-4511,hsa-miR-4803,,,,,
PRKCB,0.038461538461538436,0.085,0.61,0.245,2,hsa-miR-548ah-5p,hsa-miR-6734-3p,,,,,
PPP6R1,0.038461538461538436,0.245,0.61,0.475,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
POLR2E,0.038461538461538436,0.19,0.61,0.4,2,hsa-miR-1205,hsa-miR-6769b-5p,,,,,
PNRC1,0.038461538461538436,0.343,0.61,0.605,2,hsa-miR-1250-5p,hsa-miR-520d-3p,,,,,
BLCAP,0.038461538461538436,0.147,0.61,0.34,2,hsa-miR-1225-3p,hsa-miR-520d-3p,,,,,
PLEKHG3,0.038461538461538436,0.116,0.61,0.295,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
PLA2G4D,0.038461538461538436,0.0164,0.61,0.1,2,hsa-miR-4474-3p,hsa-miR-1225-3p,,,,,
PLA2G16,0.038461538461538436,0.234,0.61,0.46,2,hsa-miR-512-5p,hsa-miR-6734-3p,,,,,
PHYKPL,0.038461538461538436,0.0148,0.61,0.095,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
PHLPP2,0.038461538461538436,0.147,0.61,0.34,2,hsa-miR-922,hsa-miR-1225-3p,,,,,
MTPAP,0.038461538461538436,0.212,0.61,0.43,2,hsa-miR-548ah-5p,hsa-miR-512-5p,,,,,
MTHFD2,0.038461538461538436,0.343,0.61,0.605,2,hsa-miR-548h-5p,hsa-miR-922,,,,,
HIPK3,0.038461538461538436,0.0972,0.61,0.265,2,hsa-miR-548ah-5p,hsa-miR-378c,,,,,
HSPA4,0.038461538461538436,0.0733,0.61,0.225,2,hsa-miR-6734-3p,hsa-miR-6715b-5p,,,,,
KCNK5,0.038461538461538436,0.245,0.61,0.475,2,hsa-miR-29b-1-5p,hsa-miR-4516,,,,,
KCNJ6,0.038461538461538436,0.227,0.61,0.45,2,hsa-miR-378c,hsa-miR-6734-3p,,,,,
KCNH2,0.038461538461538436,0.085,0.61,0.245,2,hsa-miR-1205,hsa-miR-4516,,,,,
KCNH1,0.038461538461538436,0.031,0.61,0.14,2,hsa-miR-6735-5p,hsa-miR-6715b-5p,,,,,
KBTBD6,0.038461538461538436,0.164,0.61,0.365,2,hsa-miR-4474-3p,hsa-miR-520d-3p,,,,,
ITGA3,0.038461538461538436,0.268,0.61,0.505,2,hsa-miR-1225-3p,hsa-miR-5582-5p,,,,,
ITGA2,0.038461538461538436,0.291,0.61,0.535,2,hsa-miR-6756-5p,hsa-miR-520d-3p,,,,,
ISCA2,0.038461538461538436,0.133,0.61,0.32,2,hsa-miR-4727-5p,hsa-miR-520d-3p,,,,,
IRAK2,0.038461538461538436,0.088,0.61,0.25,2,hsa-miR-512-5p,hsa-miR-548ah-5p,,,,,
IPP,0.038461538461538436,0.283,0.61,0.525,2,hsa-miR-922,hsa-miR-520d-3p,,,,,
INMT,0.038461538461538436,0.13,0.61,0.315,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
IDH3A,0.038461538461538436,0.0197,0.61,0.11,2,hsa-miR-4516,hsa-miR-922,,,,,
ICA1L,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-520d-3p,hsa-miR-4727-5p,,,,,
HSPA8,0.038461538461538436,0.212,0.61,0.43,2,hsa-miR-6734-3p,hsa-miR-548ah-5p,,,,,
HSP90B1,0.038461538461538436,0.19,0.61,0.4,2,hsa-miR-512-5p,hsa-miR-4516,,,,,
MTHFD1,0.038461538461538436,0.287,0.61,0.53,2,hsa-miR-548h-5p,hsa-miR-139-3p,,,,,
HOXB3,0.038461538461538436,0.143,0.61,0.335,2,hsa-miR-520d-3p,hsa-miR-5582-5p,,,,,
HOXA7,0.038461538461538436,0.0704,0.61,0.22,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
HOXA3,0.038461538461538436,0.091,0.61,0.255,2,hsa-miR-4511,hsa-miR-4516,,,,,
HOXA13,0.038461538461538436,0.306,0.61,0.555,2,hsa-miR-1205,hsa-miR-548h-5p,,,,,
HNRNPUL1,0.038461538461538436,0.279,0.61,0.52,2,hsa-miR-134-3p,hsa-miR-520d-3p,,,,,
HNRNPC,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-4511,hsa-miR-139-3p,,,,,
B2M,0.038461538461538436,0.0704,0.61,0.22,2,hsa-miR-548ah-5p,hsa-miR-139-3p,,,,,
HMBOX1,0.038461538461538436,0.193,0.61,0.405,2,hsa-miR-520d-3p,hsa-miR-548h-5p,,,,,
HIST3H3,0.038461538461538436,0.0331,0.61,0.145,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
HIST1H2BD,0.038461538461538436,0.31,0.61,0.56,2,hsa-miR-548ah-5p,hsa-miR-548h-5p,,,,,
HIST1H2AH,0.038461538461538436,0.161,0.61,0.36,2,hsa-miR-29b-1-5p,hsa-miR-139-3p,,,,,
HIST1H2AG,0.038461538461538436,0.137,0.61,0.325,2,hsa-miR-6756-5p,hsa-miR-512-5p,,,,,
HIST1H2AE,0.038461538461538436,0.0375,0.61,0.155,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
HIST1H1E,0.038461538461538436,0.0676,0.61,0.215,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
ATXN7L3B,0.038461538461538436,0.34,0.61,0.6,2,hsa-miR-6735-5p,hsa-miR-548ah-5p,,,,,
ATXN2,0.038461538461538436,0.11,0.61,0.285,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
KIF6,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-1225-3p,hsa-miR-520d-3p,,,,,
KLF7,0.038461538461538436,0.186,0.61,0.395,2,hsa-miR-4516,hsa-miR-548h-5p,,,,,
MSANTD2,0.038461538461538436,0.0468,0.61,0.175,2,hsa-miR-1225-3p,hsa-miR-6734-3p,,,,,
MRPS16,0.038461538461538436,0.279,0.61,0.52,2,hsa-miR-512-5p,hsa-miR-6769b-5p,,,,,
MPP2,0.038461538461538436,0.14,0.61,0.33,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
MKI67,0.038461538461538436,0.204,0.61,0.42,2,hsa-miR-4474-3p,hsa-miR-548h-5p,,,,,
MIER1,0.038461538461538436,0.0214,0.61,0.115,2,hsa-miR-922,hsa-miR-4511,,,,,
MIEF2,0.038461538461538436,0.0331,0.61,0.145,2,hsa-miR-6715b-5p,hsa-miR-922,,,,,
ARL5A,0.038461538461538436,0.082,0.61,0.24,2,hsa-miR-3975,hsa-miR-548ah-5p,,,,,
MFRP,0.038461538461538436,0.0492,0.61,0.18,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
METTL21A,0.038461538461538436,0.126,0.61,0.31,2,hsa-miR-1225-3p,hsa-miR-6769b-5p,,,,,
MEMO1,0.038461538461538436,0.0251,0.61,0.125,2,hsa-miR-6815-5p,hsa-miR-548ah-5p,,,,,
MED17,0.038461538461538436,0.157,0.61,0.355,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
MDK,0.038461538461538436,0.13,0.61,0.315,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
MBD4,0.038461538461538436,0.12,0.61,0.3,2,hsa-miR-4516,hsa-miR-922,,,,,
MAT2A,0.038461538461538436,0.31,0.61,0.56,2,hsa-miR-29b-1-5p,hsa-miR-512-5p,,,,,
MARK2,0.038461538461538436,0.147,0.61,0.34,2,hsa-miR-520d-3p,hsa-miR-6735-5p,,,,,
ASNA1,0.038461538461538436,0.0676,0.61,0.215,2,hsa-miR-6756-5p,hsa-miR-6769b-5p,,,,,
LTBP2,0.038461538461538436,0.042,0.61,0.165,2,hsa-miR-5582-5p,hsa-miR-1225-3p,,,,,
LRRC3C,0.038461538461538436,0.264,0.61,0.5,2,hsa-miR-4516,hsa-miR-134-3p,,,,,
LRIG2,0.038461538461538436,0.313,0.61,0.565,2,hsa-miR-4516,hsa-miR-1225-3p,,,,,
ATP5G3,0.038461538461538436,0.245,0.61,0.475,2,hsa-miR-4803,hsa-miR-548h-5p,,,,,
LLPH,0.038461538461538436,0.116,0.61,0.295,2,hsa-miR-548ah-5p,hsa-miR-6734-3p,,,,,
LLGL1,0.038461538461538436,0.154,0.61,0.35,2,hsa-miR-6769b-5p,hsa-miR-6756-5p,,,,,
LIPC,0.038461538461538436,0.168,0.61,0.37,2,hsa-miR-6734-3p,hsa-miR-512-5p,,,,,
LIMK1,0.038461538461538436,0.0941,0.61,0.26,2,hsa-miR-4516,hsa-miR-6756-5p,,,,,
LIMA1,0.038461538461538436,0.168,0.61,0.37,2,hsa-miR-520d-3p,hsa-miR-548ah-5p,,,,,
LIAS,0.038461538461538436,0.103,0.61,0.275,2,hsa-miR-548ah-5p,hsa-miR-520d-3p,,,,,
