Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
NACC1,0.1325301204819277,0.00297,0.144,0.4,11,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6131,hsa-miR-6802-5p
NFIC,0.12048192771084343,0.00805,0.237,0.43,10,hsa-miR-4690-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4687-5p,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-4532,hsa-miR-6805-5p,hsa-miR-92b-5p,
SETD1B,0.10843373493975905,0.000303,0.0472,0.253,9,hsa-miR-3940-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4525,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6090,hsa-miR-1233-5p,hsa-miR-6746-5p,,
SCAMP4,0.10843373493975905,0.000183,0.0409,0.237,9,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-1228-5p,hsa-miR-1343-3p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-887-3p,,
KHSRP,0.10843373493975905,0.00237,0.129,0.336,9,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-92b-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,,
CALR,0.10843373493975905,5.38e-05,0.0226,0.203,9,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,
CDKN1A,0.10843373493975905,0.0773,0.519,0.594,9,hsa-miR-6802-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-642b-3p,hsa-miR-6787-5p,hsa-miR-6805-5p,hsa-miR-4732-5p,,
SPRY4,0.10843373493975905,0.000243,0.0453,0.246,9,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,
PKM,0.09638554216867468,0.00338,0.147,0.323,8,hsa-miR-320a,hsa-miR-4525,hsa-miR-1238-5p,hsa-miR-4648,hsa-miR-4675,hsa-miR-4758-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,
MNT,0.09638554216867468,0.000233,0.0453,0.216,8,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-92b-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-6787-5p,,,
SLC47A1,0.09638554216867468,1.04e-06,0.00348,0.105,8,hsa-miR-4730,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-1307-3p,hsa-miR-6784-5p,hsa-miR-4525,hsa-miR-4728-5p,,,
ANKRD52,0.08433734939759041,0.0047,0.174,0.307,7,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6090,,,,
MLLT1,0.08433734939759041,0.0159,0.311,0.386,7,hsa-miR-4675,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-1233-5p,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,
NPR1,0.08433734939759041,0.00239,0.129,0.272,7,hsa-miR-320a,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-6131,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6746-5p,,,,
ABL1,0.08433734939759041,5.38e-05,0.0226,0.148,7,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-6802-5p,hsa-miR-8073,,,,
ASB6,0.08433734939759041,0.000901,0.0827,0.231,7,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-320a,hsa-miR-1233-5p,,,,
SLC7A5,0.08433734939759041,0.135,0.613,0.619,7,hsa-miR-663a,hsa-miR-8059,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-4690-5p,hsa-miR-4706,hsa-miR-6787-5p,,,,
NFIX,0.08433734939759041,0.00432,0.171,0.302,7,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-4706,hsa-miR-3184-5p,hsa-miR-4525,hsa-miR-6746-5p,,,,
SFN,0.08433734939759041,0.000138,0.0373,0.171,7,hsa-miR-1307-3p,hsa-miR-4525,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,hsa-miR-6805-5p,,,,
ARHGDIA,0.08433734939759041,0.00674,0.216,0.328,7,hsa-miR-4783-3p,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-8073,,,,
GATAD2A,0.08433734939759041,0.00108,0.084,0.238,7,hsa-miR-4648,hsa-miR-92b-5p,hsa-miR-4525,hsa-miR-4706,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,
SBF1,0.08433734939759041,0.000309,0.0472,0.194,7,hsa-miR-320a,hsa-miR-4675,hsa-miR-4690-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-92b-5p,,,,
BCL2L1,0.08433734939759041,0.0104,0.273,0.356,7,hsa-miR-575,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-4532,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,
CTDNEP1,0.08433734939759041,0.000227,0.0453,0.185,7,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,
RAB1B,0.07228915662650603,0.00125,0.0891,0.207,6,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4690-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
ARL8A,0.07228915662650603,0.00185,0.115,0.224,6,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-1228-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,
METTL14,0.07228915662650603,0.00185,0.115,0.224,6,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,
DSN1,0.07228915662650603,0.0254,0.373,0.385,6,hsa-miR-4687-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4532,hsa-miR-6746-5p,,,,,
ADGRL1,0.07228915662650603,0.00313,0.144,0.248,6,hsa-miR-1233-5p,hsa-miR-197-5p,hsa-miR-4675,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
TPM3,0.07228915662650603,0.0491,0.444,0.45,6,hsa-miR-4648,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6746-5p,hsa-miR-197-5p,hsa-miR-4687-5p,,,,,
LARP1,0.07228915662650603,0.019,0.328,0.361,6,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4687-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-92b-5p,,,,,
CRISPLD2,0.07228915662650603,0.0479,0.439,0.447,6,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6131,hsa-miR-4532,hsa-miR-1307-3p,hsa-miR-1203,,,,,
HDGF,0.07228915662650603,0.126,0.605,0.576,6,hsa-miR-6090,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4732-5p,,,,,
ZNF385A,0.07228915662650603,0.0154,0.311,0.345,6,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-1307-3p,,,,,
YWHAZ,0.07228915662650603,0.122,0.597,0.571,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,,,,,
CCNT1,0.07228915662650603,0.00409,0.165,0.261,6,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,hsa-miR-8073,,,,,
CBX6,0.07228915662650603,0.0422,0.427,0.434,6,hsa-miR-3184-5p,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,
PEX26,0.07228915662650603,0.0634,0.491,0.479,6,hsa-miR-4675,hsa-miR-1307-3p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,
ABI2,0.07228915662650603,0.0785,0.519,0.506,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-8059,,,,,
ALDOA,0.07228915662650603,0.0817,0.531,0.512,6,hsa-miR-6131,hsa-miR-4787-5p,hsa-miR-1233-5p,hsa-miR-4687-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,
TP53,0.07228915662650603,0.0166,0.311,0.35,6,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-4276,,,,,
COX6B1,0.07228915662650603,0.0722,0.519,0.496,6,hsa-miR-320a,hsa-miR-4690-5p,hsa-miR-1343-3p,hsa-miR-4728-5p,hsa-miR-4675,hsa-miR-6131,,,,,
KMT2D,0.07228915662650603,0.0503,0.45,0.452,6,hsa-miR-320a,hsa-miR-4525,hsa-miR-4706,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6090,,,,,
LRRC58,0.07228915662650603,0.0972,0.561,0.536,6,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-6131,hsa-miR-4732-5p,hsa-miR-4532,hsa-miR-4690-5p,,,,,
H2AFX,0.07228915662650603,0.000145,0.0373,0.14,6,hsa-miR-320a,hsa-miR-6090,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-6131,,,,,
SRCIN1,0.07228915662650603,0.00101,0.0827,0.199,6,hsa-miR-92b-5p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6746-5p,,,,,
UBE2Q1,0.07228915662650603,0.000641,0.0673,0.183,6,hsa-miR-6802-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-6800-5p,hsa-miR-4648,hsa-miR-197-5p,,,,,
AHDC1,0.07228915662650603,3.15e-05,0.0226,0.108,6,hsa-miR-1233-5p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6805-5p,,,,,
STMN3,0.07228915662650603,4.2e-05,0.0226,0.113,6,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,,,,,
LSG1,0.07228915662650603,8.1e-05,0.0302,0.127,6,hsa-miR-1233-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-575,,,,,
C3orf36,0.07228915662650603,0.000545,0.0642,0.178,6,hsa-miR-3184-5p,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,,,,,
NEUROD2,0.07228915662650603,0.000179,0.0409,0.145,6,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6805-5p,hsa-miR-6784-5p,hsa-miR-4532,,,,,
ARHGAP31,0.07228915662650603,0.000129,0.0373,0.137,6,hsa-miR-4730,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-4706,hsa-miR-6131,,,,,
SMCR8,0.06024096385542166,0.0621,0.49,0.433,5,hsa-miR-6131,hsa-miR-1233-5p,hsa-miR-6090,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
TLN1,0.06024096385542166,0.0171,0.316,0.307,5,hsa-miR-6090,hsa-miR-197-5p,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
ANKRD13B,0.06024096385542166,0.000472,0.061,0.136,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
RAB11B,0.06024096385542166,0.00647,0.209,0.242,5,hsa-miR-4728-5p,hsa-miR-92b-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4532,,,,,,
RPS6KA4,0.06024096385542166,0.00611,0.199,0.239,5,hsa-miR-3184-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
HSP90AB1,0.06024096385542166,0.00611,0.199,0.239,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-1238-5p,hsa-miR-4648,hsa-miR-6090,,,,,,
EIF5AL1,0.06024096385542166,0.0358,0.396,0.372,5,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,hsa-miR-4675,,,,,,
ZNF207,0.06024096385542166,0.0485,0.441,0.404,5,hsa-miR-1343-3p,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,
UNK,0.06024096385542166,0.0171,0.316,0.307,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6784-5p,,,,,,
SLC35C2,0.06024096385542166,0.0144,0.311,0.294,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4675,hsa-miR-4687-5p,,,,,,
ZSWIM1,0.06024096385542166,0.00481,0.174,0.226,5,hsa-miR-4690-5p,hsa-miR-642b-3p,hsa-miR-6746-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
SENP2,0.06024096385542166,0.00481,0.174,0.226,5,hsa-miR-4525,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
ZNF556,0.06024096385542166,0.0335,0.379,0.365,5,hsa-miR-4532,hsa-miR-575,hsa-miR-8073,hsa-miR-6787-5p,hsa-miR-663a,,,,,,
FURIN,0.06024096385542166,0.00481,0.174,0.226,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-6805-5p,,,,,,
AP2M1,0.06024096385542166,0.00452,0.174,0.223,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-6090,,,,,,
ZNF451,0.06024096385542166,0.0796,0.52,0.465,5,hsa-miR-320a,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6802-5p,hsa-miR-4728-5p,,,,,,
SNRPD1,0.06024096385542166,0.0759,0.519,0.459,5,hsa-miR-642b-3p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-1307-3p,hsa-miR-6746-5p,,,,,,
YPEL2,0.06024096385542166,0.000257,0.0454,0.12,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
AGO2,0.06024096385542166,0.543,0.761,0.97,5,hsa-miR-3940-5p,hsa-miR-4525,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-92b-5p,,,,,,
SELENON,0.06024096385542166,0.0157,0.311,0.301,5,hsa-miR-1228-5p,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6784-5p,,,,,,
SUMO1,0.06024096385542166,0.0485,0.441,0.404,5,hsa-miR-4276,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-4728-5p,,,,,,
MED28,0.06024096385542166,0.227,0.697,0.656,5,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-1343-3p,hsa-miR-4675,hsa-miR-575,,,,,,
ONECUT3,0.06024096385542166,0.0741,0.519,0.456,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4525,,,,,,
RHOB,0.06024096385542166,0.0151,0.311,0.297,5,hsa-miR-4787-5p,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
PTPRF,0.06024096385542166,0.0138,0.311,0.291,5,hsa-miR-4525,hsa-miR-575,hsa-miR-4532,hsa-miR-4730,hsa-miR-4787-5p,,,,,,
ZNF787,0.06024096385542166,0.000374,0.0524,0.129,5,hsa-miR-3184-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,hsa-miR-6805-5p,,,,,,
PTPA,0.06024096385542166,0.0157,0.311,0.301,5,hsa-miR-4525,hsa-miR-4675,hsa-miR-4728-5p,hsa-miR-6090,hsa-miR-6805-5p,,,,,,
PHLDA3,0.06024096385542166,0.0393,0.415,0.381,5,hsa-miR-4525,hsa-miR-1307-3p,hsa-miR-4787-5p,hsa-miR-6131,hsa-miR-4532,,,,,,
KDM6B,0.06024096385542166,0.0574,0.474,0.423,5,hsa-miR-4706,hsa-miR-6746-5p,hsa-miR-1203,hsa-miR-4728-5p,hsa-miR-6090,,,,,,
MCFD2,0.06024096385542166,0.0157,0.311,0.301,5,hsa-miR-8059,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-1238-5p,hsa-miR-6090,,,,,,
IP6K1,0.06024096385542166,0.0638,0.492,0.436,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4276,hsa-miR-1233-5p,,,,,,
PRRC2B,0.06024096385542166,0.0759,0.519,0.459,5,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-3184-5p,hsa-miR-6090,,,,,,
SUSD6,0.06024096385542166,0.000374,0.0524,0.129,5,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4648,hsa-miR-4728-5p,,,,,,
MAFK,0.06024096385542166,0.0335,0.379,0.365,5,hsa-miR-4706,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
ABHD12,0.06024096385542166,0.000802,0.077,0.152,5,hsa-miR-320a,hsa-miR-4532,hsa-miR-4706,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,
PDE4C,0.06024096385542166,0.0272,0.377,0.346,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-1203,hsa-miR-4532,,,,,,
MYADM,0.06024096385542166,0.0282,0.377,0.349,5,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4787-5p,hsa-miR-6131,hsa-miR-4728-5p,,,,,,
MSN,0.06024096385542166,0.0282,0.377,0.349,5,hsa-miR-6746-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6800-5p,hsa-miR-6802-5p,,,,,,
NRGN,0.06024096385542166,0.000589,0.0642,0.142,5,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1233-5p,hsa-miR-4648,,,,,,
GIGYF1,0.06024096385542166,0.382,0.721,0.811,5,hsa-miR-1233-5p,hsa-miR-663a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6787-5p,,,,,,
GNAI2,0.06024096385542166,0.000974,0.0827,0.158,5,hsa-miR-6787-5p,hsa-miR-6090,hsa-miR-663a,hsa-miR-4706,hsa-miR-92b-5p,,,,,,
LMNB2,0.06024096385542166,0.316,0.708,0.747,5,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
TPCN2,0.06024096385542166,0.00227,0.128,0.191,5,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-1307-3p,hsa-miR-4532,,,,,,
GDI1,0.06024096385542166,0.00227,0.128,0.191,5,hsa-miR-4687-5p,hsa-miR-4525,hsa-miR-8059,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
FBRS,0.06024096385542166,0.0201,0.337,0.32,5,hsa-miR-1343-3p,hsa-miR-4525,hsa-miR-4675,hsa-miR-6784-5p,hsa-miR-887-3p,,,,,,
HCFC1,0.06024096385542166,0.00194,0.117,0.184,5,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4706,hsa-miR-92b-5p,,,,,,
CAPN15,0.06024096385542166,0.0272,0.377,0.346,5,hsa-miR-320a,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
TMEM50A,0.06024096385542166,0.00165,0.107,0.178,5,hsa-miR-4525,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-1233-5p,hsa-miR-4648,,,,,,
ORAI2,0.06024096385542166,0.261,0.7,0.692,5,hsa-miR-320a,hsa-miR-575,hsa-miR-6131,hsa-miR-4532,hsa-miR-1307-3p,,,,,,
ARHGAP39,0.06024096385542166,0.0014,0.0958,0.171,5,hsa-miR-92b-5p,hsa-miR-4706,hsa-miR-4728-5p,hsa-miR-663a,hsa-miR-6787-5p,,,,,,
BARHL1,0.06024096385542166,0.000802,0.077,0.152,5,hsa-miR-4675,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-3184-5p,,,,,,
KMT2A,0.06024096385542166,0.0313,0.377,0.359,5,hsa-miR-320a,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
PTPN9,0.06024096385542166,0.000589,0.0642,0.142,5,hsa-miR-320a,hsa-miR-197-5p,hsa-miR-4690-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,
KCNK3,0.06024096385542166,0.000726,0.0739,0.149,5,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-3184-5p,,,,,,
SF3B3,0.06024096385542166,0.119,0.597,0.527,5,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4525,hsa-miR-3184-5p,,,,,,
NPLOC4,0.06024096385542166,0.0178,0.317,0.31,5,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-92b-5p,,,,,,
NUP62,0.06024096385542166,0.00481,0.174,0.226,5,hsa-miR-6131,hsa-miR-1203,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-6800-5p,,,,,,
SYNGR1,0.06024096385542166,0.00326,0.144,0.207,5,hsa-miR-1228-5p,hsa-miR-4728-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-3184-5p,,,,,,
VAV3,0.048192771084337394,0.275,0.7,0.667,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-6784-5p,hsa-miR-4532,,,,,,,
DHTKD1,0.048192771084337394,0.0238,0.354,0.279,4,hsa-miR-1228-5p,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-1343-3p,,,,,,,
PNPLA6,0.048192771084337394,0.0238,0.354,0.279,4,hsa-miR-1233-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,hsa-miR-4728-5p,,,,,,,
LIMD1,0.048192771084337394,0.0481,0.439,0.347,4,hsa-miR-1233-5p,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6090,,,,,,,
FOXK1,0.048192771084337394,0.615,0.777,1.05,4,hsa-miR-1307-3p,hsa-miR-3184-5p,hsa-miR-4675,hsa-miR-4728-5p,,,,,,,
ZNF516,0.048192771084337394,0.0313,0.377,0.303,4,hsa-miR-575,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
COL4A3BP,0.048192771084337394,0.0481,0.439,0.347,4,hsa-miR-4276,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,,,,,,,
REPIN1,0.048192771084337394,0.025,0.368,0.283,4,hsa-miR-320a,hsa-miR-1233-5p,hsa-miR-6805-5p,hsa-miR-575,,,,,,,
PCGF3,0.048192771084337394,0.0447,0.438,0.339,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,
ANP32B,0.048192771084337394,0.034,0.381,0.311,4,hsa-miR-320a,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-1343-3p,,,,,,,
CASP16P,0.048192771084337394,0.0431,0.432,0.335,4,hsa-miR-4648,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-6784-5p,,,,,,,
RABGAP1L,0.048192771084337394,0.0498,0.45,0.351,4,hsa-miR-6802-5p,hsa-miR-6800-5p,hsa-miR-6131,hsa-miR-1343-3p,,,,,,,
CNNM4,0.048192771084337394,0.034,0.381,0.311,4,hsa-miR-575,hsa-miR-1203,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
PRRT2,0.048192771084337394,0.0262,0.377,0.287,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-4675,,,,,,,
GRWD1,0.048192771084337394,0.0313,0.377,0.303,4,hsa-miR-320a,hsa-miR-4525,hsa-miR-575,hsa-miR-4728-5p,,,,,,,
PMPCA,0.048192771084337394,0.0326,0.377,0.307,4,hsa-miR-6766-5p,hsa-miR-6756-5p,hsa-miR-4728-5p,hsa-miR-6131,,,,,,,
TOR4A,0.048192771084337394,0.0274,0.377,0.291,4,hsa-miR-6787-5p,hsa-miR-663a,hsa-miR-4706,hsa-miR-4525,,,,,,,
TSPAN14,0.048192771084337394,0.0384,0.415,0.323,4,hsa-miR-4758-5p,hsa-miR-1238-5p,hsa-miR-1307-3p,hsa-miR-1343-3p,,,,,,,
HOXB6,0.048192771084337394,0.0313,0.377,0.303,4,hsa-miR-1233-5p,hsa-miR-4728-5p,hsa-miR-6756-5p,hsa-miR-6766-5p,,,,,,,
SBK1,0.048192771084337394,0.0287,0.377,0.295,4,hsa-miR-3184-5p,hsa-miR-4706,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,
STK4,0.048192771084337394,0.264,0.7,0.654,4,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-4728-5p,hsa-miR-4525,,,,,,,
PRICKLE1,0.048192771084337394,0.034,0.381,0.311,4,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-92b-5p,hsa-miR-4728-5p,,,,,,,
PGAM1,0.048192771084337394,0.0354,0.394,0.315,4,hsa-miR-1233-5p,hsa-miR-1343-3p,hsa-miR-3184-5p,hsa-miR-4728-5p,,,,,,,
JARID2,0.048192771084337394,0.0326,0.377,0.307,4,hsa-miR-4276,hsa-miR-1343-3p,hsa-miR-197-5p,hsa-miR-8073,,,,,,,
E2F6,0.048192771084337394,0.0399,0.415,0.327,4,hsa-miR-6766-5p,hsa-miR-1233-5p,hsa-miR-4648,hsa-miR-6090,,,,,,,
