Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
MYOZ3,0.0535714285714286,0.011,0.592,0.158,3,hsa-miR-6829-3p,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,
CCND1,0.0535714285714286,0.517,0.63,0.901,3,hsa-miR-4524b-5p,hsa-miR-1253,hsa-miR-5587-5p,,,,
MTHFD1,0.0535714285714286,0.103,0.592,0.381,3,hsa-miR-548h-5p,hsa-miR-371b-5p,hsa-miR-7703,,,,
MRPL17,0.0535714285714286,0.0546,0.592,0.291,3,hsa-miR-4282,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,
MPLKIP,0.0535714285714286,0.159,0.592,0.463,3,hsa-miR-1253,hsa-miR-4722-3p,hsa-miR-4282,,,,
PLAGL2,0.0535714285714286,0.333,0.592,0.679,3,hsa-miR-548h-5p,hsa-miR-218-2-3p,hsa-miR-7854-3p,,,,
POLR2E,0.0535714285714286,0.0529,0.592,0.287,3,hsa-miR-4722-3p,hsa-miR-6722-3p,hsa-miR-6769b-5p,,,,
SHMT1,0.0535714285714286,0.0842,0.592,0.348,3,hsa-miR-4282,hsa-miR-134-3p,hsa-miR-371b-5p,,,,
RPL37,0.0535714285714286,0.0266,0.592,0.219,3,hsa-miR-4722-3p,hsa-miR-371b-5p,hsa-miR-6829-3p,,,,
SETBP1,0.0535714285714286,0.0104,0.592,0.154,3,hsa-miR-6769b-5p,hsa-miR-7151-5p,hsa-miR-4282,,,,
SELENON,0.0535714285714286,0.0762,0.592,0.334,3,hsa-miR-6802-3p,hsa-miR-412-3p,hsa-miR-7854-3p,,,,
SEC22C,0.0535714285714286,0.0157,0.592,0.18,3,hsa-miR-6847-3p,hsa-miR-371b-5p,hsa-miR-660-5p,,,,
GDE1,0.0535714285714286,0.46,0.615,0.83,3,hsa-miR-371b-5p,hsa-miR-548h-5p,hsa-miR-4741,,,,
SCAMP4,0.0535714285714286,0.167,0.592,0.474,3,hsa-miR-4524b-5p,hsa-miR-4749-5p,hsa-miR-6769b-5p,,,,
RRP36,0.0535714285714286,0.11,0.592,0.391,3,hsa-miR-6829-3p,hsa-miR-6769b-5p,hsa-miR-4722-3p,,,,
RPL7L1,0.0535714285714286,0.3,0.592,0.639,3,hsa-miR-548h-5p,hsa-miR-6847-3p,hsa-miR-4722-3p,,,,
RPL41,0.0535714285714286,0.0802,0.592,0.341,3,hsa-miR-7854-3p,hsa-miR-218-2-3p,hsa-miR-6769b-5p,,,,
RNF19B,0.0535714285714286,0.0883,0.592,0.356,3,hsa-miR-6802-3p,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,
PRKCA,0.0535714285714286,0.00631,0.592,0.129,3,hsa-miR-371b-5p,hsa-miR-4722-3p,hsa-miR-6847-3p,,,,
RNF149,0.0535714285714286,0.0529,0.592,0.287,3,hsa-miR-4524b-5p,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,
RNF11,0.0535714285714286,0.223,0.592,0.546,3,hsa-miR-1253,hsa-miR-218-2-3p,hsa-miR-4722-3p,,,,
RILPL1,0.0535714285714286,0.0289,0.592,0.226,3,hsa-miR-7703,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,
RHOA,0.0535714285714286,0.0724,0.592,0.327,3,hsa-miR-4741,hsa-miR-1227-5p,hsa-miR-6769b-5p,,,,
RABGAP1L,0.0535714285714286,0.065,0.592,0.312,3,hsa-miR-371b-5p,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,
PXMP4,0.0535714285714286,0.058,0.592,0.298,3,hsa-miR-7703,hsa-miR-134-3p,hsa-miR-371b-5p,,,,
PTPA,0.0535714285714286,0.0762,0.592,0.334,3,hsa-miR-1253,hsa-miR-4741,hsa-miR-5591-5p,,,,
PTMA,0.0535714285714286,0.154,0.592,0.456,3,hsa-miR-5585-3p,hsa-miR-5587-5p,hsa-miR-4282,,,,
CANX,0.0535714285714286,0.0862,0.592,0.352,3,hsa-miR-4524b-5p,hsa-miR-6722-3p,hsa-miR-1253,,,,
NF2,0.0535714285714286,0.099,0.592,0.373,3,hsa-miR-1229-3p,hsa-miR-7703,hsa-miR-1253,,,,
AVL9,0.0535714285714286,0.112,0.592,0.395,3,hsa-miR-7703,hsa-miR-5591-5p,hsa-miR-6847-3p,,,,
ANGPT4,0.0535714285714286,0.0513,0.592,0.284,3,hsa-miR-7703,hsa-miR-371b-5p,hsa-miR-5587-5p,,,,
CDKN1A,0.0535714285714286,0.712,0.737,1.19,3,hsa-miR-1229-3p,hsa-miR-371b-5p,hsa-miR-6722-3p,,,,
ABCG8,0.0535714285714286,0.178,0.592,0.488,3,hsa-miR-4722-3p,hsa-miR-4741,hsa-miR-6829-3p,,,,
ALG14,0.0535714285714286,0.0743,0.592,0.33,3,hsa-miR-1253,hsa-miR-7703,hsa-miR-7854-3p,,,,
AKAP11,0.0535714285714286,0.124,0.592,0.413,3,hsa-miR-5585-3p,hsa-miR-6722-3p,hsa-miR-548h-5p,,,,
ALDH6A1,0.0535714285714286,0.0192,0.592,0.194,3,hsa-miR-6829-3p,hsa-miR-4282,hsa-miR-6847-3p,,,,
ATP5A1,0.0535714285714286,0.0614,0.592,0.305,3,hsa-miR-1229-3p,hsa-miR-371b-5p,hsa-miR-134-3p,,,,
ASB16,0.0535714285714286,0.306,0.592,0.646,3,hsa-miR-6769b-5p,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,
C11orf54,0.0535714285714286,0.146,0.592,0.445,3,hsa-miR-4282,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,
SLC4A4,0.0535714285714286,0.000967,0.539,0.0682,3,hsa-miR-5585-3p,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,
ARL10,0.0535714285714286,0.165,0.592,0.47,3,hsa-miR-6829-3p,hsa-miR-4722-3p,hsa-miR-7703,,,,
ACVR2B,0.0535714285714286,0.0668,0.592,0.316,3,hsa-miR-134-3p,hsa-miR-7854-3p,hsa-miR-4282,,,,
KCNJ12,0.0535714285714286,0.00306,0.585,0.101,3,hsa-miR-6802-3p,hsa-miR-412-3p,hsa-miR-4722-3p,,,,
BCL7B,0.0535714285714286,0.0183,0.592,0.19,3,hsa-miR-4741,hsa-miR-6722-3p,hsa-miR-7854-3p,,,,
ACBD7,0.0535714285714286,0.0192,0.592,0.194,3,hsa-miR-3130-3p,hsa-miR-7151-5p,hsa-miR-4722-3p,,,,
LINC00346,0.0357142857142857,0.224,0.592,0.447,2,hsa-miR-5591-5p,hsa-miR-6847-3p,,,,,
MACC1,0.0357142857142857,0.326,0.592,0.582,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TET3,0.0357142857142857,0.318,0.592,0.571,2,hsa-miR-218-2-3p,hsa-miR-1253,,,,,
LURAP1L,0.0357142857142857,0.0226,0.592,0.119,2,hsa-miR-1253,hsa-miR-4524b-5p,,,,,
CASTOR2,0.0357142857142857,0.536,0.636,0.883,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
LY6K,0.0357142857142857,0.0508,0.592,0.183,2,hsa-miR-6802-3p,hsa-miR-412-3p,,,,,
LYRM2,0.0357142857142857,0.15,0.592,0.345,2,hsa-miR-6829-3p,hsa-miR-548h-5p,,,,,
LYRM7,0.0357142857142857,0.232,0.592,0.458,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
LYZ,0.0357142857142857,0.062,0.592,0.205,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
MAGI3,0.0357142857142857,0.139,0.592,0.329,2,hsa-miR-7703,hsa-miR-4282,,,,,
LSM14A,0.0357142857142857,0.154,0.592,0.35,2,hsa-miR-371b-5p,hsa-miR-134-3p,,,,,
TES,0.0357142857142857,0.135,0.592,0.323,2,hsa-miR-7151-5p,hsa-miR-371b-5p,,,,,
SYNJ2BP,0.0357142857142857,0.533,0.636,0.878,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
TERF2,0.0357142857142857,0.245,0.592,0.474,2,hsa-miR-7854-3p,hsa-miR-7703,,,,,
MAP2K3,0.0357142857142857,0.0999,0.592,0.269,2,hsa-miR-1227-5p,hsa-miR-6769b-5p,,,,,
MAP2K4,0.0357142857142857,0.128,0.592,0.312,2,hsa-miR-7703,hsa-miR-548h-5p,,,,,
SMCR8,0.0357142857142857,0.428,0.609,0.722,2,hsa-miR-6829-3p,hsa-miR-5591-5p,,,,,
LEPROT,0.0357142857142857,0.181,0.592,0.388,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
SRCAP,0.0357142857142857,0.432,0.609,0.727,2,hsa-miR-1229-3p,hsa-miR-371b-5p,,,,,
STK4,0.0357142857142857,0.529,0.634,0.873,2,hsa-miR-6847-3p,hsa-miR-7703,,,,,
LETM2,0.0357142857142857,0.0404,0.592,0.162,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ADM2,0.0357142857142857,0.0965,0.592,0.264,2,hsa-miR-134-3p,hsa-miR-4741,,,,,
LRTOMT,0.0357142857142857,0.132,0.592,0.318,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
TLCD2,0.0357142857142857,0.249,0.592,0.479,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TIRAP,0.0357142857142857,0.139,0.592,0.329,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
LMAN2L,0.0357142857142857,0.031,0.592,0.14,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
ADH5,0.0357142857142857,0.169,0.592,0.372,2,hsa-miR-371b-5p,hsa-miR-4282,,,,,
LIMA1,0.0357142857142857,0.189,0.592,0.399,2,hsa-miR-371b-5p,hsa-miR-6802-3p,,,,,
LMNB1,0.0357142857142857,0.2,0.592,0.415,2,hsa-miR-449c-3p,hsa-miR-4282,,,,,
TIMM8B,0.0357142857142857,0.0267,0.592,0.129,2,hsa-miR-4741,hsa-miR-5587-5p,,,,,
MEF2D,0.0357142857142857,0.432,0.609,0.727,2,hsa-miR-6769b-5p,hsa-miR-4722-3p,,,,,
CACNG8,0.0357142857142857,0.539,0.639,0.889,2,hsa-miR-371b-5p,hsa-miR-5585-3p,,,,,
LETMD1,0.0357142857142857,0.0834,0.592,0.242,2,hsa-miR-1253,hsa-miR-1229-3p,,,,,
LNPK,0.0357142857142857,0.289,0.592,0.533,2,hsa-miR-6847-3p,hsa-miR-6722-3p,,,,,
ADM,0.0357142857142857,0.2,0.592,0.415,2,hsa-miR-6769b-5p,hsa-miR-660-5p,,,,,
TIMM29,0.0357142857142857,0.277,0.592,0.517,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
LRIF1,0.0357142857142857,0.237,0.592,0.463,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
LRP10,0.0357142857142857,0.162,0.592,0.361,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MARCKS,0.0357142857142857,0.0709,0.592,0.221,2,hsa-miR-4282,hsa-miR-5585-3p,,,,,
LRPAP1,0.0357142857142857,0.181,0.592,0.388,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
TGOLN2,0.0357142857142857,0.293,0.592,0.539,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
TGIF1,0.0357142857142857,0.154,0.592,0.35,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
PTP4A1,0.0357142857142857,0.432,0.609,0.727,2,hsa-miR-218-2-3p,hsa-miR-548h-5p,,,,,
MARCH6,0.0357142857142857,0.277,0.592,0.517,2,hsa-miR-5591-5p,hsa-miR-7703,,,,,
CABP4,0.0357142857142857,0.257,0.592,0.49,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MARK2,0.0357142857142857,0.165,0.592,0.366,2,hsa-miR-6722-3p,hsa-miR-7151-5p,,,,,
MBD3,0.0357142857142857,0.0866,0.592,0.248,2,hsa-miR-7703,hsa-miR-4741,,,,,
CYCS,0.0357142857142857,0.439,0.611,0.738,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
HAUS3,0.0357142857142857,0.439,0.611,0.738,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
MFSD6,0.0357142857142857,0.0834,0.592,0.242,2,hsa-miR-6802-3p,hsa-miR-4722-3p,,,,,
MGLL,0.0357142857142857,0.0288,0.592,0.135,2,hsa-miR-7151-5p,hsa-miR-1253,,,,,
SVOP,0.0357142857142857,0.322,0.592,0.576,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
MIGA1,0.0357142857142857,0.103,0.592,0.275,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
G3BP1,0.0357142857142857,0.526,0.632,0.867,2,hsa-miR-548h-5p,hsa-miR-4722-3p,,,,,
SUSD5,0.0357142857142857,0.0481,0.592,0.178,2,hsa-miR-7703,hsa-miR-412-3p,,,,,
AGMO,0.0357142857142857,0.0246,0.592,0.124,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MOB3A,0.0357142857142857,0.216,0.592,0.436,2,hsa-miR-6829-3p,hsa-miR-218-2-3p,,,,,
STX4,0.0357142857142857,0.253,0.592,0.485,2,hsa-miR-6847-3p,hsa-miR-3130-3p,,,,,
MOCS3,0.0357142857142857,0.124,0.592,0.307,2,hsa-miR-218-2-3p,hsa-miR-7703,,,,,
STPG1,0.0357142857142857,0.0591,0.592,0.199,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
STOML1,0.0357142857142857,0.0771,0.592,0.232,2,hsa-miR-412-3p,hsa-miR-371b-5p,,,,,
STMP1,0.0357142857142857,0.162,0.592,0.361,2,hsa-miR-7854-3p,hsa-miR-371b-5p,,,,,
MPP2,0.0357142857142857,0.158,0.592,0.356,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
MRE11,0.0357142857142857,0.22,0.592,0.442,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MRM3,0.0357142857142857,0.253,0.592,0.485,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MRO,0.0357142857142857,0.338,0.592,0.598,2,hsa-miR-7703,hsa-miR-6774-3p,,,,,
ARMCX6,0.0357142857142857,0.0246,0.592,0.124,2,hsa-miR-5585-3p,hsa-miR-7151-5p,,,,,
MRPL44,0.0357142857142857,0.114,0.592,0.291,2,hsa-miR-4749-5p,hsa-miR-7854-3p,,,,,
MRPL51,0.0357142857142857,0.062,0.592,0.205,2,hsa-miR-6802-3p,hsa-miR-1229-3p,,,,,
MRPS16,0.0357142857142857,0.309,0.592,0.56,2,hsa-miR-4282,hsa-miR-6769b-5p,,,,,
TACO1,0.0357142857142857,0.2,0.592,0.415,2,hsa-miR-7703,hsa-miR-1229-3p,,,,,
METTL8,0.0357142857142857,0.314,0.592,0.566,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
METTL2B,0.0357142857142857,0.193,0.592,0.404,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
TARDBP,0.0357142857142857,0.0999,0.592,0.269,2,hsa-miR-1229-3p,hsa-miR-4282,,,,,
ASH2L,0.0357142857142857,0.0189,0.592,0.108,2,hsa-miR-371b-5p,hsa-miR-1253,,,,,
IGF1R,0.0357142857142857,0.757,0.772,1.32,2,hsa-miR-7151-5p,hsa-miR-1253,,,,,
TBC1D15,0.0357142857142857,0.121,0.592,0.302,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
MC2R,0.0357142857142857,0.132,0.592,0.318,2,hsa-miR-4722-3p,hsa-miR-5587-5p,,,,,
MCFD2,0.0357142857142857,0.265,0.592,0.501,2,hsa-miR-7854-3p,hsa-miR-5591-5p,,,,,
MCL1,0.0357142857142857,0.289,0.592,0.533,2,hsa-miR-6829-3p,hsa-miR-6722-3p,,,,,
MCM4,0.0357142857142857,0.0932,0.592,0.259,2,hsa-miR-371b-5p,hsa-miR-6829-3p,,,,,
MCM8,0.0357142857142857,0.212,0.592,0.431,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
GABPB1,0.0357142857142857,0.529,0.634,0.873,2,hsa-miR-1229-3p,hsa-miR-371b-5p,,,,,
MCTS1,0.0357142857142857,0.293,0.592,0.539,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MDK,0.0357142857142857,0.146,0.592,0.339,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
TACR2,0.0357142857142857,0.0154,0.592,0.097,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
TANGO2,0.0357142857142857,0.22,0.592,0.442,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
MECP2,0.0357142857142857,0.22,0.592,0.442,2,hsa-miR-1253,hsa-miR-660-5p,,,,,
AEN,0.0357142857142857,0.132,0.592,0.318,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
MED13,0.0357142857142857,0.117,0.592,0.296,2,hsa-miR-5585-3p,hsa-miR-1253,,,,,
MED19,0.0357142857142857,0.0108,0.592,0.0808,2,hsa-miR-1229-3p,hsa-miR-1253,,,,,
MED29,0.0357142857142857,0.208,0.592,0.426,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
TAF13,0.0357142857142857,0.15,0.592,0.345,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
MELK,0.0357142857142857,0.189,0.592,0.399,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
METTL14,0.0357142857142857,0.224,0.592,0.447,2,hsa-miR-6769b-5p,hsa-miR-6829-3p,,,,,
METTL21A,0.0357142857142857,0.143,0.592,0.334,2,hsa-miR-6829-3p,hsa-miR-6769b-5p,,,,,
LZIC,0.0357142857142857,0.432,0.609,0.727,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
TMEM170A,0.0357142857142857,0.314,0.592,0.566,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
LARS,0.0357142857142857,0.0535,0.592,0.189,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
TWISTNB,0.0357142857142857,0.0591,0.592,0.199,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
HNRNPA0,0.0357142857142857,0.334,0.592,0.593,2,hsa-miR-4282,hsa-miR-1227-5p,,,,,
BAP1,0.0357142857142857,0.0481,0.592,0.178,2,hsa-miR-1229-3p,hsa-miR-1227-5p,,,,,
HNRNPA1L2,0.0357142857142857,0.22,0.592,0.442,2,hsa-miR-4524b-5p,hsa-miR-4722-3p,,,,,
HNRNPA3,0.0357142857142857,0.169,0.592,0.372,2,hsa-miR-1229-3p,hsa-miR-6722-3p,,,,,
TXNRD3NB,0.0357142857142857,0.0508,0.592,0.183,2,hsa-miR-134-3p,hsa-miR-6829-3p,,,,,
BAK1,0.0357142857142857,0.169,0.592,0.372,2,hsa-miR-5591-5p,hsa-miR-412-3p,,,,,
HOXA13,0.0357142857142857,0.338,0.592,0.598,2,hsa-miR-412-3p,hsa-miR-548h-5p,,,,,
BAIAP2L1,0.0357142857142857,0.0171,0.592,0.102,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
HOXA7,0.0357142857142857,0.0802,0.592,0.237,2,hsa-miR-5591-5p,hsa-miR-6769b-5p,,,,,
TXNL1,0.0357142857142857,0.212,0.592,0.431,2,hsa-miR-6829-3p,hsa-miR-371b-5p,,,,,
HPRT1,0.0357142857142857,0.0999,0.592,0.269,2,hsa-miR-548h-5p,hsa-miR-4282,,,,,
BARHL1,0.0357142857142857,0.0899,0.592,0.253,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
HPSE,0.0357142857142857,0.146,0.592,0.339,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
HRK,0.0357142857142857,0.158,0.592,0.356,2,hsa-miR-1253,hsa-miR-412-3p,,,,,
HSP90AB1,0.0357142857142857,0.189,0.592,0.399,2,hsa-miR-5591-5p,hsa-miR-6722-3p,,,,,
TUBB,0.0357142857142857,0.277,0.592,0.517,2,hsa-miR-1253,hsa-miR-7854-3p,,,,,
RBMS2,0.0357142857142857,0.42,0.608,0.711,2,hsa-miR-548h-5p,hsa-miR-7703,,,,,
TTPAL,0.0357142857142857,0.128,0.592,0.312,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
TTLL12,0.0357142857142857,0.297,0.592,0.544,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
HMGB1,0.0357142857142857,0.559,0.645,0.921,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TTC9C,0.0357142857142857,0.169,0.592,0.372,2,hsa-miR-5591-5p,hsa-miR-4722-3p,,,,,
TSPEAR-AS2,0.0357142857142857,0.0333,0.592,0.145,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
UBBP4,0.0357142857142857,0.0649,0.592,0.21,2,hsa-miR-1227-5p,hsa-miR-6722-3p,,,,,
HMBOX1,0.0357142857142857,0.216,0.592,0.436,2,hsa-miR-548h-5p,hsa-miR-371b-5p,,,,,
TMED8,0.0357142857142857,0.0058,0.592,0.0593,2,hsa-miR-7703,hsa-miR-134-3p,,,,,
HBP1,0.0357142857142857,0.169,0.592,0.372,2,hsa-miR-4282,hsa-miR-7703,,,,,
GTDC1,0.0357142857142857,0.146,0.592,0.339,2,hsa-miR-4282,hsa-miR-4722-3p,,,,,
VPS8,0.0357142857142857,0.15,0.592,0.345,2,hsa-miR-6769b-5p,hsa-miR-6847-3p,,,,,
VPS37A,0.0357142857142857,0.0563,0.592,0.194,2,hsa-miR-4282,hsa-miR-371b-5p,,,,,
VLDLR,0.0357142857142857,0.2,0.592,0.415,2,hsa-miR-548h-5p,hsa-miR-371b-5p,,,,,
GTF3C6,0.0357142857142857,0.173,0.592,0.377,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
VHLL,0.0357142857142857,0.177,0.592,0.382,2,hsa-miR-134-3p,hsa-miR-7703,,,,,
ACIN1,0.0357142857142857,0.031,0.592,0.14,2,hsa-miR-1227-5p,hsa-miR-134-3p,,,,,
VGLL4,0.0357142857142857,0.139,0.592,0.329,2,hsa-miR-4749-5p,hsa-miR-1253,,,,,
VEZT,0.0357142857142857,0.0771,0.592,0.232,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
SETD5,0.0357142857142857,0.413,0.606,0.7,2,hsa-miR-1253,hsa-miR-218-2-3p,,,,,
HCFC1,0.0357142857142857,0.124,0.592,0.307,2,hsa-miR-4749-5p,hsa-miR-4722-3p,,,,,
UBL3,0.0357142857142857,0.074,0.592,0.226,2,hsa-miR-6847-3p,hsa-miR-5587-5p,,,,,
USP53,0.0357142857142857,0.107,0.592,0.28,2,hsa-miR-548h-5p,hsa-miR-4524b-5p,,,,,
HEATR5A,0.0357142857142857,0.124,0.592,0.307,2,hsa-miR-5587-5p,hsa-miR-371b-5p,,,,,
UQCR11,0.0357142857142857,0.0649,0.592,0.21,2,hsa-miR-4722-3p,hsa-miR-7703,,,,,
UNKL,0.0357142857142857,0.0333,0.592,0.145,2,hsa-miR-4282,hsa-miR-7703,,,,,
UGT2B4,0.0357142857142857,0.143,0.592,0.334,2,hsa-miR-4524b-5p,hsa-miR-1229-3p,,,,,
AMD1,0.0357142857142857,0.416,0.608,0.706,2,hsa-miR-4282,hsa-miR-7703,,,,,
UGGT2,0.0357142857142857,0.0189,0.592,0.108,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
HIST1H2BK,0.0357142857142857,0.11,0.592,0.285,2,hsa-miR-218-2-3p,hsa-miR-5587-5p,,,,,
NFIX,0.0357142857142857,0.416,0.608,0.706,2,hsa-miR-6769b-5p,hsa-miR-4749-5p,,,,,
HIST1H3E,0.0357142857142857,0.0356,0.592,0.151,2,hsa-miR-1253,hsa-miR-371b-5p,,,,,
BACE2,0.0357142857142857,0.281,0.592,0.523,2,hsa-miR-4722-3p,hsa-miR-371b-5p,,,,,
TRMT2B,0.0357142857142857,0.124,0.592,0.307,2,hsa-miR-6722-3p,hsa-miR-7703,,,,,
TRIR,0.0357142857142857,0.0965,0.592,0.264,2,hsa-miR-7854-3p,hsa-miR-1253,,,,,
ATP13A4,0.0357142857142857,0.0834,0.592,0.242,2,hsa-miR-7703,hsa-miR-660-5p,,,,,
KDSR,0.0357142857142857,0.11,0.592,0.285,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
TMEM81,0.0357142857142857,0.0834,0.592,0.242,2,hsa-miR-4722-3p,hsa-miR-218-2-3p,,,,,
KIAA0408,0.0357142857142857,0.177,0.592,0.382,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
TMEM65,0.0357142857142857,0.062,0.592,0.205,2,hsa-miR-371b-5p,hsa-miR-7703,,,,,
KIAA1586,0.0357142857142857,0.165,0.592,0.366,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
KIF1C,0.0357142857142857,0.338,0.592,0.598,2,hsa-miR-6847-3p,hsa-miR-412-3p,,,,,
ATP5G3,0.0357142857142857,0.273,0.592,0.512,2,hsa-miR-4524b-5p,hsa-miR-548h-5p,,,,,
TMEM33,0.0357142857142857,0.241,0.592,0.469,2,hsa-miR-3130-3p,hsa-miR-7703,,,,,
KLF3,0.0357142857142857,0.0709,0.592,0.221,2,hsa-miR-449c-3p,hsa-miR-218-2-3p,,,,,
KLHDC8A,0.0357142857142857,0.181,0.592,0.388,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
TMEM239,0.0357142857142857,0.265,0.592,0.501,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
INCENP,0.0357142857142857,0.128,0.592,0.312,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
KLLN,0.0357142857142857,0.162,0.592,0.361,2,hsa-miR-7703,hsa-miR-6722-3p,,,,,
KMT2A,0.0357142857142857,0.338,0.592,0.598,2,hsa-miR-4741,hsa-miR-6769b-5p,,,,,
TMEM233,0.0357142857142857,0.0356,0.592,0.151,2,hsa-miR-4722-3p,hsa-miR-449c-3p,,,,,
ATL2,0.0357142857142857,0.074,0.592,0.226,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
TMEM192,0.0357142857142857,0.11,0.592,0.285,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
TMEM184C,0.0357142857142857,0.197,0.592,0.409,2,hsa-miR-7703,hsa-miR-371b-5p,,,,,
SPRY4,0.0357142857142857,0.439,0.611,0.738,2,hsa-miR-5591-5p,hsa-miR-6769b-5p,,,,,
TMEM145,0.0357142857142857,0.0455,0.592,0.172,2,hsa-miR-6722-3p,hsa-miR-7703,,,,,
MLLT1,0.0357142857142857,0.546,0.639,0.9,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
LANCL3,0.0357142857142857,0.158,0.592,0.356,2,hsa-miR-7703,hsa-miR-660-5p,,,,,
GAN,0.0357142857142857,0.432,0.609,0.727,2,hsa-miR-6829-3p,hsa-miR-7703,,,,,
TNFAIP8L1,0.0357142857142857,0.297,0.592,0.544,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
ATXN2,0.0357142857142857,0.124,0.592,0.307,2,hsa-miR-4524b-5p,hsa-miR-6769b-5p,,,,,
TOP3A,0.0357142857142857,0.0122,0.592,0.0862,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
INO80,0.0357142857142857,0.0535,0.592,0.189,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
INSIG1,0.0357142857142857,0.232,0.592,0.458,2,hsa-miR-7703,hsa-miR-134-3p,,,,,
TRIM35,0.0357142857142857,0.128,0.592,0.312,2,hsa-miR-4524b-5p,hsa-miR-6829-3p,,,,,
INTS7,0.0357142857142857,0.185,0.592,0.393,2,hsa-miR-371b-5p,hsa-miR-4722-3p,,,,,
INTU,0.0357142857142857,0.241,0.592,0.469,2,hsa-miR-1253,hsa-miR-4282,,,,,
