"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9"
"ACAA2","0.116","0.611","0.294","2","hsa-miR-6776-5p","hsa-miR-6780a-5p","","","","","","",""
"ATRN","0.115","0.611","0.121","1","hsa-miR-4685-3p","","","","","","","",""
"B3GALNT2","0.112","0.611","0.392","3","hsa-miR-940","hsa-miR-4472","hsa-miR-5698","","","","","",""
"BAP1","0.110","0.611","0.286","2","hsa-miR-185-3p","hsa-miR-4489","","","","","","",""
"BHLHE40","0.116","0.611","0.294","2","hsa-miR-941","hsa-miR-1470","","","","","","",""
"BPNT1","0.115","0.611","0.398","3","hsa-miR-6780a-5p","hsa-miR-17-3p","hsa-miR-940","","","","","",""
"CCDC115","0.116","0.611","0.294","2","hsa-miR-6776-5p","hsa-miR-6730-5p","","","","","","",""
"CCNE1","0.116","0.611","0.294","2","hsa-miR-342-5p","hsa-miR-646","","","","","","",""
"CDH8","0.116","0.611","0.294","2","hsa-miR-1470","hsa-miR-4685-3p","","","","","","",""
"CRTAP","0.108","0.611","0.387","3","hsa-miR-940","hsa-miR-6780a-5p","hsa-miR-4769-5p","","","","","",""
"DCAKD","0.116","0.611","0.294","2","hsa-miR-185-3p","hsa-miR-4472","","","","","","",""
"EIF2A","0.116","0.611","0.294","2","hsa-miR-320d","hsa-miR-320b","","","","","","",""
"EMX2","0.110","0.611","0.286","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"FAM109A","0.116","0.611","0.294","2","hsa-miR-940","hsa-miR-4456","","","","","","",""
"FAT2","0.115","0.611","0.121","1","hsa-miR-17-3p","","","","","","","",""
"FZD7","0.110","0.611","0.286","2","hsa-miR-940","hsa-miR-4769-5p","","","","","","",""
"GOT2","0.115","0.611","0.121","1","hsa-miR-17-3p","","","","","","","",""
"GXYLT1","0.112","0.611","0.392","3","hsa-miR-320d","hsa-miR-320b","hsa-miR-944","","","","","",""
"GYPA","0.115","0.611","0.121","1","hsa-miR-944","","","","","","","",""
"H2AFV","0.115","0.611","0.121","1","hsa-miR-17-3p","","","","","","","",""
"ILK","0.110","0.611","0.286","2","hsa-miR-5698","hsa-miR-3652","","","","","","",""
"LAMP1","0.115","0.611","0.121","1","hsa-miR-1227-3p","","","","","","","",""
"LINS1","0.110","0.611","0.286","2","hsa-miR-4685-3p","hsa-miR-6730-5p","","","","","","",""
"MAPK3","0.115","0.611","0.121","1","hsa-miR-320b","","","","","","","",""
"MFSD4A","0.116","0.611","0.294","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"MTRNR2L6","0.116","0.611","0.294","2","hsa-miR-320d","hsa-miR-320b","","","","","","",""
"MTRNR2L8","0.116","0.611","0.294","2","hsa-miR-320b","hsa-miR-320d","","","","","","",""
"NOD2","0.115","0.611","0.121","1","hsa-miR-320b","","","","","","","",""
"NPM3","0.112","0.611","0.392","3","hsa-miR-4313","hsa-miR-320d","hsa-miR-320b","","","","","",""
"P3H2","0.110","0.611","0.286","2","hsa-miR-5572","hsa-miR-5698","","","","","","",""
"P4HA1","0.115","0.611","0.121","1","hsa-miR-941","","","","","","","",""
"PAOX","0.110","0.611","0.286","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"PATJ","0.110","0.611","0.286","2","hsa-miR-940","hsa-miR-4685-3p","","","","","","",""
"PLEKHS1","0.116","0.611","0.294","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"PQLC1","0.116","0.611","0.294","2","hsa-miR-342-5p","hsa-miR-6819-5p","","","","","","",""
"PRKAR2A","0.109","0.611","0.459","4","hsa-miR-646","hsa-miR-6780a-5p","hsa-miR-17-3p","hsa-miR-4685-3p","","","","",""
"RPS14","0.110","0.611","0.286","2","hsa-miR-3652","hsa-miR-1227-3p","","","","","","",""
"S100PBP","0.115","0.611","0.121","1","hsa-miR-944","","","","","","","",""
"SENP5","0.110","0.611","0.286","2","hsa-miR-940","hsa-miR-6780a-5p","","","","","","",""
"SIX5","0.116","0.611","0.294","2","hsa-miR-4472","hsa-miR-4456","","","","","","",""
"SMTN","0.116","0.611","0.294","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"SMTNL2","0.112","0.611","0.392","3","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-940","","","","","",""
"SMYD4","0.110","0.611","0.286","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"SRSF7","0.114","0.611","0.467","4","hsa-miR-320d","hsa-miR-320b","hsa-miR-6780a-5p","hsa-miR-940","","","","",""
"STOML3","0.110","0.611","0.286","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"SYMPK","0.115","0.611","0.121","1","hsa-miR-940","","","","","","","",""
"TBC1D22A","0.115","0.611","0.121","1","hsa-miR-342-5p","","","","","","","",""
"TET3","0.109","0.611","0.459","4","hsa-miR-1202","hsa-miR-185-3p","hsa-miR-4489","hsa-miR-31-3p","","","","",""
"TSKU","0.112","0.611","0.463","4","hsa-miR-4685-3p","hsa-miR-1470","hsa-miR-6780a-5p","hsa-miR-940","","","","",""
"TUSC5","0.115","0.611","0.121","1","hsa-miR-504-3p","","","","","","","",""
"TXNL4B","0.110","0.611","0.286","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"UBA52","0.115","0.611","0.121","1","hsa-miR-320b","","","","","","","",""
"UNC45A","0.115","0.611","0.121","1","hsa-miR-940","","","","","","","",""
"UQCRC1","0.115","0.611","0.121","1","hsa-miR-320b","","","","","","","",""
"VANGL2","0.116","0.611","0.294","2","hsa-miR-342-5p","hsa-miR-4313","","","","","","",""
"VSIR","0.116","0.611","0.294","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"YWHAB","0.108","0.611","0.387","3","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-6780a-5p","","","","","",""
"ZBTB46","0.112","0.611","0.463","4","hsa-miR-4313","hsa-miR-4472","hsa-miR-6793-5p","hsa-miR-7110-5p","","","","",""
"ZBTB47","0.116","0.611","0.294","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"ZC3H12D","0.110","0.611","0.286","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"ZNF275","0.108","0.611","0.387","3","hsa-miR-1224-5p","hsa-miR-320b","hsa-miR-320d","","","","","",""
"ZNF398","0.110","0.611","0.286","2","hsa-miR-6743-3p","hsa-miR-4685-3p","","","","","","",""
"ZNF154","0.117","0.617","0.472","4","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-5698","hsa-miR-6805-3p","","","","",""
"SENP2","0.119","0.625","0.404","3","hsa-miR-4472","hsa-miR-5698","hsa-miR-185-3p","","","","","",""
"ZNF799","0.119","0.625","0.404","3","hsa-miR-4472","hsa-miR-7110-5p","hsa-miR-6076","","","","","",""
"ATAD2","0.122","0.628","0.303","2","hsa-miR-941","hsa-miR-17-3p","","","","","","",""
"C19orf53","0.122","0.628","0.303","2","hsa-miR-4769-5p","hsa-miR-7110-5p","","","","","","",""
"C6orf120","0.122","0.628","0.303","2","hsa-miR-6730-5p","hsa-miR-6805-3p","","","","","","",""
"C9orf62","0.122","0.628","0.303","2","hsa-miR-5698","hsa-miR-3652","","","","","","",""
"NDOR1","0.122","0.628","0.303","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"PRPF4B","0.122","0.628","0.303","2","hsa-miR-5698","hsa-miR-940","","","","","","",""
"RAB43","0.122","0.628","0.303","2","hsa-miR-1470","hsa-miR-504-3p","","","","","","",""
"RALGAPB","0.122","0.628","0.303","2","hsa-miR-646","hsa-miR-6076","","","","","","",""
"REL","0.122","0.628","0.530","5","hsa-miR-646","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-1470","hsa-miR-1227-3p","","","",""
"SLC36A2","0.122","0.628","0.303","2","hsa-miR-940","hsa-miR-1227-3p","","","","","","",""
"TRMT10C","0.122","0.628","0.303","2","hsa-miR-1224-5p","hsa-miR-6805-3p","","","","","","",""
"VPS53","0.120","0.628","0.476","4","hsa-miR-5100","hsa-miR-6805-3p","hsa-miR-6776-5p","hsa-miR-6780a-5p","","","","",""
"ULK2","0.123","0.634","0.410","3","hsa-miR-1290","hsa-miR-4483","hsa-miR-6780a-5p","","","","","",""
"ADGRG3","0.131","0.635","0.139","1","hsa-miR-3181","","","","","","","",""
"BCL7A","0.131","0.635","0.421","3","hsa-miR-4472","hsa-miR-1290","hsa-miR-4483","","","","","",""
"BHLHE22","0.131","0.635","0.139","1","hsa-miR-1470","","","","","","","",""
"CACNG6","0.131","0.635","0.139","1","hsa-miR-5100","","","","","","","",""
"CALR","0.129","0.635","0.489","4","hsa-miR-516a-5p","hsa-miR-4472","hsa-miR-7110-5p","hsa-miR-5698","","","","",""
"CARF","0.131","0.635","0.139","1","hsa-miR-495-5p","","","","","","","",""
"CDC123","0.131","0.635","0.139","1","hsa-miR-1227-3p","","","","","","","",""
"CDC73","0.131","0.635","0.421","3","hsa-miR-6076","hsa-miR-940","hsa-miR-6776-5p","","","","","",""
"COL27A1","0.131","0.635","0.139","1","hsa-miR-1290","","","","","","","",""
"DNAJC24","0.128","0.635","0.312","2","hsa-miR-6780a-5p","hsa-miR-4769-5p","","","","","","",""
"EFHC2","0.131","0.635","0.139","1","hsa-miR-4443","","","","","","","",""
"EPB41L4B","0.128","0.635","0.312","2","hsa-miR-5100","hsa-miR-31-3p","","","","","","",""
"FXYD2","0.131","0.635","0.139","1","hsa-miR-941","","","","","","","",""
"INTS14","0.131","0.635","0.139","1","hsa-miR-646","","","","","","","",""
"ITPRIPL1","0.128","0.635","0.312","2","hsa-miR-185-3p","hsa-miR-4489","","","","","","",""
"KIAA1143","0.127","0.635","0.416","3","hsa-miR-5698","hsa-miR-3652","hsa-miR-504-3p","","","","","",""
"KIAA1328","0.131","0.635","0.421","3","hsa-miR-6780a-5p","hsa-miR-940","hsa-miR-6741-5p","","","","","",""
"KLHDC8A","0.127","0.635","0.416","3","hsa-miR-6819-5p","hsa-miR-6780a-5p","hsa-miR-342-5p","","","","","",""
"MAK16","0.128","0.635","0.312","2","hsa-miR-320d","hsa-miR-320b","","","","","","",""
"MCU","0.128","0.635","0.312","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"MDFI","0.128","0.635","0.312","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"MDM4","0.127","0.635","0.537","5","hsa-miR-6819-5p","hsa-miR-342-5p","hsa-miR-1227-3p","hsa-miR-17-3p","hsa-miR-5572","","","",""
"MLXIP","0.129","0.635","0.489","4","hsa-miR-940","hsa-miR-3652","hsa-miR-504-3p","hsa-miR-5698","","","","",""
"NLGN1","0.131","0.635","0.139","1","hsa-miR-31-3p","","","","","","","",""
"NOL4","0.131","0.635","0.139","1","hsa-miR-1202","","","","","","","",""
"NR3C2","0.131","0.635","0.139","1","hsa-miR-944","","","","","","","",""
"NR6A1","0.131","0.635","0.421","3","hsa-miR-17-3p","hsa-miR-646","hsa-miR-4440","","","","","",""
"PCMTD1","0.127","0.635","0.416","3","hsa-miR-1185-2-3p","hsa-miR-320d","hsa-miR-320b","","","","","",""
"PISD","0.131","0.635","0.421","3","hsa-miR-5698","hsa-miR-646","hsa-miR-4769-5p","","","","","",""
"PRKCA","0.128","0.635","0.312","2","hsa-miR-17-3p","hsa-miR-3652","","","","","","",""
"PRSS45","0.131","0.635","0.139","1","hsa-miR-940","","","","","","","",""
"PTK6","0.127","0.635","0.416","3","hsa-miR-6776-5p","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"RAB37","0.131","0.635","0.139","1","hsa-miR-17-3p","","","","","","","",""
"RASD2","0.131","0.635","0.139","1","hsa-miR-1224-5p","","","","","","","",""
"ROBO2","0.131","0.635","0.139","1","hsa-miR-342-5p","","","","","","","",""
"RPS11","0.131","0.635","0.139","1","hsa-miR-6805-3p","","","","","","","",""
"RS1","0.128","0.635","0.312","2","hsa-miR-1185-2-3p","hsa-miR-646","","","","","","",""
"SLC38A1","0.127","0.635","0.416","3","hsa-miR-320d","hsa-miR-31-3p","hsa-miR-4483","","","","","",""
"SPDL1","0.131","0.635","0.139","1","hsa-miR-944","","","","","","","",""
"TBC1D9B","0.131","0.635","0.139","1","hsa-miR-940","","","","","","","",""
"TXNDC16","0.126","0.635","0.485","4","hsa-miR-940","hsa-miR-6776-5p","hsa-miR-17-3p","hsa-miR-6780a-5p","","","","",""
"USP44","0.131","0.635","0.139","1","hsa-miR-5572","","","","","","","",""
"ZKSCAN3","0.128","0.635","0.312","2","hsa-miR-6877-5p","hsa-miR-6780a-5p","","","","","","",""
"ZNF221","0.131","0.635","0.139","1","hsa-miR-17-3p","","","","","","","",""
"ZNF695","0.127","0.635","0.416","3","hsa-miR-6776-5p","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"ARHGAP11A","0.133","0.638","0.320","2","hsa-miR-940","hsa-miR-6730-5p","","","","","","",""
"BMP2","0.133","0.638","0.320","2","hsa-miR-6819-5p","hsa-miR-342-5p","","","","","","",""
"CYB5D1","0.133","0.638","0.320","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"CYP4A22","0.133","0.638","0.320","2","hsa-miR-940","hsa-miR-4483","","","","","","",""
"LCOR","0.132","0.638","0.544","5","hsa-miR-1185-2-3p","hsa-miR-5572","hsa-miR-4685-3p","hsa-miR-1470","hsa-miR-646","","","",""
"NCOA3","0.132","0.638","0.493","4","hsa-miR-342-5p","hsa-miR-6819-5p","hsa-miR-6805-3p","hsa-miR-17-3p","","","","",""
"NPEPPS","0.133","0.638","0.320","2","hsa-miR-5100","hsa-miR-516a-5p","","","","","","",""
"PTMS","0.133","0.638","0.320","2","hsa-miR-6819-5p","hsa-miR-940","","","","","","",""
"STPG1","0.133","0.638","0.320","2","hsa-miR-4483","hsa-miR-6776-5p","","","","","","",""
"TMEM51","0.133","0.638","0.320","2","hsa-miR-6730-5p","hsa-miR-7110-5p","","","","","","",""
"TNKS1BP1","0.133","0.638","0.320","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"TTC21B","0.133","0.638","0.320","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"ACAP2","0.135","0.640","0.427","3","hsa-miR-940","hsa-miR-6776-5p","hsa-miR-6780a-5p","","","","","",""
"LY6G5B","0.135","0.640","0.427","3","hsa-miR-320b","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"S100A16","0.135","0.640","0.427","3","hsa-miR-4483","hsa-miR-6776-5p","hsa-miR-940","","","","","",""
"SLC35E3","0.135","0.640","0.427","3","hsa-miR-940","hsa-miR-3652","hsa-miR-504-3p","","","","","",""
"ZNF507","0.135","0.640","0.427","3","hsa-miR-320b","hsa-miR-1224-5p","hsa-miR-1290","","","","","",""
"TRAPPC2","0.135","0.643","0.498","4","hsa-miR-1227-3p","hsa-miR-4443","hsa-miR-940","hsa-miR-6780a-5p","","","","",""
"CCT4","0.139","0.651","0.329","2","hsa-miR-1227-3p","hsa-miR-6776-5p","","","","","","",""
"CORO7","0.139","0.651","0.329","2","hsa-miR-504-3p","hsa-miR-940","","","","","","",""
"GRWD1","0.139","0.651","0.433","3","hsa-miR-5698","hsa-miR-6730-5p","hsa-miR-4443","","","","","",""
"IFITM1","0.139","0.651","0.329","2","hsa-miR-6793-5p","hsa-miR-504-3p","","","","","","",""
"IL17RB","0.139","0.651","0.329","2","hsa-miR-940","hsa-miR-6776-5p","","","","","","",""
"LAMC1","0.139","0.651","0.433","3","hsa-miR-495-5p","hsa-miR-4472","hsa-miR-7110-5p","","","","","",""
"PPEF2","0.139","0.651","0.329","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"SEC24A","0.139","0.651","0.433","3","hsa-miR-646","hsa-miR-320d","hsa-miR-320b","","","","","",""
"STK11","0.139","0.651","0.329","2","hsa-miR-5698","hsa-miR-646","","","","","","",""
"TGFBR3L","0.139","0.651","0.329","2","hsa-miR-5698","hsa-miR-6780a-5p","","","","","","",""
"TJAP1","0.139","0.651","0.433","3","hsa-miR-4472","hsa-miR-6780a-5p","hsa-miR-6730-5p","","","","","",""
"UGGT1","0.139","0.651","0.502","4","hsa-miR-1227-3p","hsa-miR-940","hsa-miR-5698","hsa-miR-6780a-5p","","","","",""
"ZC3H7B","0.139","0.651","0.433","3","hsa-miR-185-3p","hsa-miR-4472","hsa-miR-7110-5p","","","","","",""
"BAMBI","0.143","0.652","0.439","3","hsa-miR-5698","hsa-miR-3652","hsa-miR-504-3p","","","","","",""
"C16orf58","0.142","0.652","0.506","4","hsa-miR-4472","hsa-miR-7110-5p","hsa-miR-17-3p","hsa-miR-6776-5p","","","","",""
"C19orf24","0.146","0.652","0.156","1","hsa-miR-4456","","","","","","","",""
"C1QTNF3","0.146","0.652","0.156","1","hsa-miR-5100","","","","","","","",""
"CD276","0.145","0.652","0.338","2","hsa-miR-4472","hsa-miR-7110-5p","","","","","","",""
"CSMD2","0.146","0.652","0.156","1","hsa-miR-495-5p","","","","","","","",""
"CYP4A11","0.145","0.652","0.338","2","hsa-miR-940","hsa-miR-4483","","","","","","",""
"DDX3X","0.145","0.652","0.511","4","hsa-miR-1224-5p","hsa-miR-1227-3p","hsa-miR-646","hsa-miR-4440","","","","",""
"DIRC2","0.146","0.652","0.156","1","hsa-miR-495-5p","","","","","","","",""
"DYRK2","0.145","0.652","0.511","4","hsa-miR-495-5p","hsa-miR-6780a-5p","hsa-miR-4472","hsa-miR-5698","","","","",""
"ERO1B","0.146","0.652","0.156","1","hsa-miR-1185-2-3p","","","","","","","",""
"G3BP1","0.143","0.652","0.558","5","hsa-miR-320b","hsa-miR-941","hsa-miR-6805-3p","hsa-miR-940","hsa-miR-1227-3p","","","",""
"GET4","0.146","0.652","0.156","1","hsa-miR-1470","","","","","","","",""
"LIMS2","0.146","0.652","0.156","1","hsa-miR-6877-5p","","","","","","","",""
"LINC01551","0.146","0.652","0.156","1","hsa-miR-4754","","","","","","","",""
"LINC01556","0.145","0.652","0.338","2","hsa-miR-5100","hsa-miR-4313","","","","","","",""
"MTHFR","0.145","0.652","0.338","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"NBEAL1","0.146","0.652","0.156","1","hsa-miR-944","","","","","","","",""
"PEBP1","0.145","0.652","0.338","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"PKMYT1","0.145","0.652","0.338","2","hsa-miR-185-3p","hsa-miR-4489","","","","","","",""
"PRELP","0.145","0.652","0.338","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"PRR5-ARHGAP8","0.145","0.652","0.338","2","hsa-miR-4769-5p","hsa-miR-6780a-5p","","","","","","",""
"PSAP","0.145","0.652","0.338","2","hsa-miR-4472","hsa-miR-5698","","","","","","",""
"PSMG1","0.145","0.652","0.338","2","hsa-miR-940","hsa-miR-646","","","","","","",""
"PTPRG","0.145","0.652","0.338","2","hsa-miR-342-5p","hsa-miR-4685-3p","","","","","","",""
"RCC1L","0.146","0.652","0.156","1","hsa-miR-185-3p","","","","","","","",""
"SCARA3","0.146","0.652","0.156","1","hsa-miR-6741-5p","","","","","","","",""
"SEMA3G","0.146","0.652","0.156","1","hsa-miR-4685-3p","","","","","","","",""
"SLITRK3","0.146","0.652","0.156","1","hsa-miR-504-3p","","","","","","","",""
"SMPDL3B","0.146","0.652","0.156","1","hsa-miR-4313","","","","","","","",""
"SNX27","0.145","0.652","0.338","2","hsa-miR-940","hsa-miR-6780a-5p","","","","","","",""
"SRP14","0.146","0.652","0.156","1","hsa-miR-646","","","","","","","",""
"TMEM104","0.146","0.652","0.156","1","hsa-miR-1185-2-3p","","","","","","","",""
"TMEM184C","0.143","0.652","0.439","3","hsa-miR-6780a-5p","hsa-miR-940","hsa-miR-6776-5p","","","","","",""
"TUBA1C","0.146","0.652","0.156","1","hsa-miR-940","","","","","","","",""
"ZNF423","0.146","0.652","0.156","1","hsa-miR-17-3p","","","","","","","",""
"ADM","0.147","0.655","0.444","3","hsa-miR-6819-5p","hsa-miR-342-5p","hsa-miR-4456","","","","","",""
"SMAD2","0.147","0.655","0.444","3","hsa-miR-495-5p","hsa-miR-1185-2-3p","hsa-miR-944","","","","","",""
"BIRC5","0.151","0.657","0.450","3","hsa-miR-504-3p","hsa-miR-646","hsa-miR-3652","","","","","",""
"CASTOR2","0.151","0.657","0.568","5","hsa-miR-4443","hsa-miR-4472","hsa-miR-5698","hsa-miR-6730-5p","hsa-miR-940","","","",""
"DMKN","0.151","0.657","0.346","2","hsa-miR-6776-5p","hsa-miR-6780a-5p","","","","","","",""
"EPHX2","0.151","0.657","0.346","2","hsa-miR-4685-3p","hsa-miR-1470","","","","","","",""
"FAM136A","0.151","0.657","0.346","2","hsa-miR-6819-5p","hsa-miR-342-5p","","","","","","",""
"FBXL19","0.151","0.657","0.346","2","hsa-miR-3652","hsa-miR-7110-5p","","","","","","",""
"GOLGA7","0.151","0.657","0.346","2","hsa-miR-6805-3p","hsa-miR-1185-2-3p","","","","","","",""
"HDAC5","0.151","0.657","0.346","2","hsa-miR-1224-5p","hsa-miR-17-3p","","","","","","",""
"MATN3","0.151","0.657","0.346","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"NDUFS5","0.151","0.657","0.346","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"ORMDL3","0.151","0.657","0.346","2","hsa-miR-5698","hsa-miR-1470","","","","","","",""
"PLEKHA8","0.151","0.657","0.346","2","hsa-miR-646","hsa-miR-495-5p","","","","","","",""
"PTRH2","0.151","0.657","0.346","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"PYCARD","0.151","0.657","0.346","2","hsa-miR-3652","hsa-miR-17-3p","","","","","","",""
"QPCTL","0.151","0.657","0.450","3","hsa-miR-646","hsa-miR-6780a-5p","hsa-miR-1227-3p","","","","","",""
"RASSF2","0.151","0.657","0.346","2","hsa-miR-1227-3p","hsa-miR-4443","","","","","","",""
"SERTAD1","0.151","0.657","0.346","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"SKI","0.151","0.657","0.606","6","hsa-miR-6793-5p","hsa-miR-646","hsa-miR-185-3p","hsa-miR-342-5p","hsa-miR-4489","hsa-miR-5100","","",""
"SUSD6","0.151","0.657","0.346","2","hsa-miR-4769-5p","hsa-miR-5698","","","","","","",""
"TBL2","0.151","0.657","0.346","2","hsa-miR-4443","hsa-miR-1470","","","","","","",""
"TCEANC2","0.151","0.657","0.346","2","hsa-miR-5100","hsa-miR-5698","","","","","","",""
"TSPAN31","0.151","0.657","0.346","2","hsa-miR-504-3p","hsa-miR-5698","","","","","","",""
"TSPYL4","0.151","0.657","0.346","2","hsa-miR-6780a-5p","hsa-miR-5698","","","","","","",""
"ULBP3","0.151","0.657","0.450","3","hsa-miR-6780a-5p","hsa-miR-3652","hsa-miR-940","","","","","",""
"ZNF787","0.151","0.657","0.346","2","hsa-miR-4313","hsa-miR-516a-5p","","","","","","",""
"AACS","0.161","0.660","0.173","1","hsa-miR-1470","","","","","","","",""
"AKAP5","0.164","0.660","0.364","2","hsa-miR-504-3p","hsa-miR-5698","","","","","","",""
"ANGPT4","0.155","0.660","0.456","3","hsa-miR-6776-5p","hsa-miR-6780a-5p","hsa-miR-940","","","","","",""
"ANKRD9","0.164","0.660","0.364","2","hsa-miR-3652","hsa-miR-504-3p","","","","","","",""
"ARF1","0.159","0.660","0.462","3","hsa-miR-320b","hsa-miR-320d","hsa-miR-516a-5p","","","","","",""
"AS3MT","0.163","0.660","0.467","3","hsa-miR-940","hsa-miR-3652","hsa-miR-6805-3p","","","","","",""
"ASPA","0.164","0.660","0.364","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"ATL2","0.164","0.660","0.364","2","hsa-miR-6776-5p","hsa-miR-7110-5p","","","","","","",""
"ATN1","0.161","0.660","0.173","1","hsa-miR-320b","","","","","","","",""
"BTD","0.164","0.660","0.364","2","hsa-miR-940","hsa-miR-5100","","","","","","",""
"CAPN7","0.164","0.660","0.364","2","hsa-miR-6780a-5p","hsa-miR-4456","","","","","","",""
"CCDC149","0.157","0.660","0.355","2","hsa-miR-6730-5p","hsa-miR-4769-5p","","","","","","",""
"CCDC68","0.161","0.660","0.173","1","hsa-miR-940","","","","","","","",""
"CCDC77","0.155","0.660","0.456","3","hsa-miR-5698","hsa-miR-940","hsa-miR-6780a-5p","","","","","",""
"CCS","0.155","0.660","0.456","3","hsa-miR-5698","hsa-miR-3652","hsa-miR-504-3p","","","","","",""
"CDH13","0.161","0.660","0.173","1","hsa-miR-31-3p","","","","","","","",""
"CEP70","0.161","0.660","0.173","1","hsa-miR-1470","","","","","","","",""
"CRK","0.162","0.660","0.582","5","hsa-miR-646","hsa-miR-31-3p","hsa-miR-320d","hsa-miR-320b","hsa-miR-5572","","","",""
